"id","orig_id","site"
"M0923","24-42-08/18","Nezamyslice nad Hanou-Čtvrtě od Mořic"
"M0924","24-42-08/17","Nezamyslice nad Hanou-Čtvrtě od Tištína"
"M0925","24-42-08/6","Nezamyslice nad Hanou-Končiny"
"M0926",NA,"Niederleis-Altstadt"
"M0927",NA,"Niederleis-Leiser Berge"
"M0928","339","Niederleis-Rotengern"
"M0929","1018","Niedersulz-Fünfvierteläcker"
"M0930","35-11-15/7","Nivnice-Nivnické čtvrtky"
"M0931","35-11-10/3","Nivnice-severně kóty 278"
"M0932","14-44-12/11","Nová Dědina-Valcha"
"M0933","14-44-07/6","Nová Hradečná-Hradisko"
"M0934","24-33-15/4","Nová Ves u Oslavan-Kopaniny"
"M0935","FT154","Nová Ves u Oslavan-Roveň"
"M0936","24-34-17/24","Nové Bránice-Chajda"
"M0937","24-34-17/26","Nové Bránice-u lesa"
"M0938","FT54","Novosedly na Moravě-Louky"
"M0939","24-34-04/24","Nový Lískovec-Klíny"
"M0940","24-34-04/7","Nový Lískovec-Plachty"
"M0941",NA,"Nový Šaldorf-U Atlanty"
"M0942","24-32-03/33","Nuzířov-Rybníčky"
"M0943","891","Obermarkersdorf-Sandgrube Diem"
"M0944","305","Obermixnitz-Hermannsdorf"
"M0945","699","Obernalb-Parz. N. 1330/1"
"M0946","619","Obernalb-Urteln"
"M0947","523","Oberretzbach-Ried Eben"
"M0948","868","Obersulz-Leimgrube"
"M0949","767","Oberthürnau-Daßing"
"M0950","856","Oberthürnau-Obenaus"
"M0951","A22","Oberthürnau-Ostteil des Ortes"
"M0952","647, 648","Oberweiden-"
"M0953","34-13-02/21","Oblekovice-Na Palici"
"M0954","34-13-02/1","Oblekovice-Závlaha"
"M0955","24-14-15/10","Obora u Boskovic-Sedliska"
"M0956","FT435","Obřany-Líchy"
"M0957","24-32-20/6","Obřany-Soběšské"
"M0958","FT117","Obřany-Újezdy"
"M0959",NA,"Odrlice - Na dílech"
"M0960","FT173","Ohrazenice na Moravě-Chobot"
"M0961","23-44-24/26","Ohrazenice na Moravě-Šebestka"
"M0962","23-44-24/12","Ohrazenice na Moravě-U doubí"
"M0963","23-44-24/13","Ohrazenice na Moravě-U lesa Chvojníka"
"M0965","24-24-06/6","Ohrozim-Čubernice"
"M0966",NA,"Ohrozim-obec"
"M0969","FT425","Okarec-bezejmenná trať"
"M0970","24-22-11/2","Olbramice u Vilémova-silnice"
"M0971","34-12-01/11","Olbramovice u Moravského Krumlova-Leskoun"
"M0972","FT416","Oleksovice-bezejmenná poloha"
"M0973",NA,"Olgersdorf-Am Wald"
"M0974","24-22-19/14","Olomouc-město-Náměstí Republiky"
"M0975","24-22-19/14","Olomouc-město-Olomoucký kopec"
"M0976",NA,"Olomouc-město-ulice 8. května"
"M0977","24-24-03/1","Olšany u Prostějova-Lánský kříž"
"M0978","24-22-23/7","Olšany u Prostějova-Zlatniska"
"M0979","24-42-02/13","Ondratice-Díly"
"M0980","24-42-02/18","Ondratice-Podsedky"
"M0981","24-41-15/9, 35","Opatovice u Vyškova-Podsedky"
"M0982",NA,"Oplocany - hliník, Svárov"
"M0983","FT442","Oponešice-Ve Chmelníku"
"M0984",NA,"Orlovice-Lysá hora"
"M0985","FT132","Ořechov-Kabáty"
"M0986","FT350","Ořechov-U spáleného-Hradisko"
"M0987",NA,"Osek nad Bečvou - levý břeh Bečvy"
"M0988","FT132","Oslavany-Čučická"
"M0989","24-33-10/2","Oslavany-Dvorek"
"M0990","FT219","Oslavany-Koblih"
"M0991","FT103","Oslavany-Na Lužích"
"M0992","24-33-10/3","Oslavany-Náporky"
"M0993","FT104","Oslavany-Stará hora"
"M0994","FT22","Ostrovačice-Padělky"
"M0995","FT464","Ostrovačice-Prostřední Prutny"
"M0996","24-44-22/11","Ostrovánky-Nádědíny"
"M0997",NA,"Ostrožská Lhota-Chylické"
"M0998",NA,"Ostrožská Nová Ves-Koruny"
"M0999","35-11-02/2","Ostrožská Nová Ves-Padělky"
"M1000","24-24-21/1; 24-24-21/8","Otaslavice-Homole"
"M1001","24-24-22/6","Otaslavice-Horní Otaslavice (obec)"
"M1002","24-24-21/3","Otaslavice-Kopaniny"
"M1003","24-24-22/8","Otaslavice-Stany"
"M1004","24-24-22/12","Otaslavice-Zámecká trať"
"M1005","24-24-22/1","Otaslavice-Žleb"
"M1006","25-31-23/20","Otrokovice-Bahňák"
"M1007","14-43-25/6","Palonín-Dolnica"
"M1008","14-43-25/4","Palonín-západně od Kouřilky"
"M1009","1015","Palterndorf-"
"M1010","FT20","Pasohlávky-Dlouhé louky"
"M1011","FT105","Pavlice-U Blažkovského rybníka"
"M1012","34-21-21/10","Pavlov u Dolních Věstonic-Dolní pole"
"M1013","34-21-21/17","Pavlov u Dolních Věstonic-Hliník"
"M1014","34-21-21/23","Pavlov u Dolních Věstonic-Horní pole"
"M1015","34-12-25/18","Pavlov u Dolních Věstonic-Pod Děvínem"
"M1016","25-13-09/9","Pavlovice u Přerova-Dílce"
"M1017","24-22-16/9","Pěnčín na Moravě-U Jána"
"M1018","24-22-21/27","Pěnčín na Moravě-Za humny"
"M1019","FT495","Petrůvky-Padělek u žlebu"
"M1020","874","Pfaffenreith-Hintenausäcker"
"M1021","44-41-14/1","Pístovice-Zádvorčí, Za dvorkem"
"M1022","517","Platt-Brunnfeld"
"M1023",NA,"Platt-Reitlüsse"
"M1024",NA,"Plavecký Mikuláš-Dzeravá skala"
"M1025","34-11-12/5","Plaveč-Na tarase"
"M1026","34-11-11/7","Plaveč-Šance"
"M1027",NA,"Pleissing-Holzfeld"
"M1028","FT351","Plenkovice-Horní poloúdělí"
"M1029","34-11-11/10","Plenkovice-Na záhumení"
"M1030","24-24-06/12","Plumlov-Roudník"
"M1031","24-24-11/5","Plumlov-ředitelství vojenských lesů"
"M1032","34-23-03/3","Podivín-Kopce"
"M1033","33-24-10/3","Podmolí-Šobes"
"M1034",NA,"Podolí nad Olšavou-Strážné"
"M1035","24-43-01/6","Podolí u Brna-Palouky"
"M1036","FT106","Podolí u Brna-Pololány"
"M1037","24-41-22/33","Podolí u Brna-U remízku"
"M1038",NA,"Podolí u Brna-V hlavách"
"M1039",NA,"Podolí u Mohelnice- východní cíp katastru"
"M1040",NA,"Podolí u Valašského Meziříčí-Skalka"
"M1041","34-12-14/2","Pohořelice nad Jihlavou-Klášterka"
"M1042",NA,"Pohořelice nad Jihlavou-Nová louka"
"M1043",NA,"Pohořelice nad Jihlavou-Velký Dvůr"
"M1044",NA,"Pohořelice u Napajedel-Březí"
"M1045",NA,"Polešovice-Nivy"
"M1046",NA,"Police u Jemnice-Belka"
"M1047","FT175","Police u Jemnice-Filipskovo pole"
"M1048",NA,"Police u Jemnice-Horní Osík"
"M1049","33-21-10/6","Police u Jemnice-Novomlýnská"
"M1050",NA,"Police u Jemnice-U Dubu"
"M1051","14-43-10/3","Police-Polanka I"
"M1052","14-43-10/7","Police-Polanka II"
"M1053","24-24-24/10","Polkovice – Ostrovy"
"M1054","23-44-13/5","Popovice nad Rokytnou-U borovice"
"M1055","FT176","Popovice nad Rokytnou-U habřiny"
"M1056","25-13-07/6","Popovice u Přerova-Za Drahou"
"M1057","24-34-15/12","Popovice u Rajhradu-Na nivách"
"M1058",NA,"Popovice u Uherského Hradiště-Milonín"
"M1059","23-44-13/6","Popovice-Nad potokem"
"M1060","FT1","Popůvky nad Jihlavou-Beranovo"
"M1061","FT123","Popůvky nad Jihlavou-Sedlecký dvůr"
"M1062",NA,"Popůvky u Brna-Bukovanské louky"
"M1063",NA,"Popůvky u Brna-Náves"
"M1064","24-34-03/24","Popůvky u Brna-Panské nivy"
"M1065","24-34-03/15","Popůvky u Brna-Pod Šípem/Panské Nivy"
"M1066","FT6","Popůvky u Brna-Sádky"
"M1067","24-34-03/25","Popůvky u Brna-ul. Nová"
"M1068","24-42-10/3","Popůvky u Kojetína-U křižovatky"
"M1069","14-41-24/7","Postřelmov-U Františka"
"M1070","34-23-18/1","Poštorná-Boří les"
"M1071",NA,"Povel-Jeremiášova"
"M1072","664","Poysbrunn-Autobahn"
"M1073","800","Poysbrunn-Bittenau"
"M1074","1166","Poysbrunn-Ziegelei Weinmann"
"M1075","1060","Poysdorf-beim Huscharlkreuz"
"M1077","247","Poysdorf-Bürsting"
"M1078","1059","Poysdorf-Hermannschachner"
"M1079","960","Poysdorf-Steinberg"
"M1080",NA,"Poysdorf-Winzerstrase"
"M1081","24-41-23/5","Pozořice-Hlásnica"
"M1082","24-41-23/7","Pozořice-Maršíky"
"M1083","24-41-23/2","Pozořice-Rékoví"
"M1084",NA,"Pravčice-Podsedky"
"M1085","25-31-08/10","Pravčice-U obrázku"
"M1086","FT221","Pravlov-Hájky"
"M1087","FT107","Pravlov-rokle"
"M1088","25-13-08/1","Prosenice-Nadloučí"
"M1089","FT339","Prosiměřice-U Kyjovic"
"M1090","24-24-12/6","Prostějov-městská jatka"
"M1091","24-24-12/8","Prostějov-Určická, Okružní ul."
"M1092","24-24-07/14","Prostějov-Za kovárnou"
"M1093",NA,"Prostějov-Za tržištěm"
"M1094","24-34-07/1","Prštice-Na ostrých"
"M1095","24-34-13/17","Prštice-Před zámkem"
"M1096","25-13-09/10","Prusínky-Obransko"
"M1097",NA,"Prusinovice-Dolní odomče"
"M1098",NA,"Prusy-Niva u Prus"
"M1099","322","Prutzendorf-Martelbreite"
"M1100","A43","Prutzendorf-Prutzenberg"
"M1101","25-11-16/10;  25-11-16/11","Přáslavice u Olomouce-Díly pod dědinou"
"M1102","25-11-16/10","Přáslavice u Olomouce-Na širokém"
"M1103","25-11-16/8","Přáslavice u Olomouce-Padělky"
"M1104","25-13-12/10","Předmostí-Díly"
"M1105",NA,"Předmostí-Malé Předmostí"
"M1106","25-13-12/10","Předmostí-Široký"
"M1107","24-21-25/4","Přemyslovice-Nad rybníkem"
"M1108","34-11-02/1","Přeskače-Výhon"
"M1109",NA,"Přílepy u Holešova-Hynčina"
"M1110","23-44-15/2","Příložany-Příložanské padělky"
"M1111",NA,"Přísnotice-Za Humny"
"M1112","23-44-24/2","Příštpo-Hodavy"
"M1113","FT384","Příštpo-Markovský"
"M1114","FT383","Příštpo-U žabíka"
"M1115","23-44-20/2","Příštpo-Zamrzlík"
"M1116","34-23-02/18","Přítluky-Fraumühle"
"M1117","34-23-02/20","Přítluky-Obecní pastviny"
"M1118",NA,"Ptení-Dvorek Kolonie"
"M1119",NA,"Ptení-Tabule"
"M1120","24-23-05/16","Ptení-V dobka"
"M1121","1020","Pulkau-Haselparz"
"M1122","524","Pulkau-Scheiben"
"M1123",NA,"Pulkava-Kozlének"
"M1124","24-24-21/12","Pulkava-Obrova noha"
"M1125","24-42-06/23","Pustiměř-Na rovinách"
"M1126","24-42-06/20","Pustiměř-obec"
"M1127","24-42-06/1","Pustiměř-Pod Grety"
"M1128","FT180","Rácovice-Kopec"
"M1129",NA,"Rácovice-U mlýna"
"M1130","FT443","Rácovice-U železniční zastávky"
"M1131","FT426","Račice u Hrotovic-U hájků"
"M1132",NA,"Radošovce-Diely"
"M1133",NA,"Radošovce-Vieska"
"M1135","24-42-06/12","Radslavice u Vyškova-Niva"
"M1136","24-42-06/10","Radslavice u Vyškova-Pod dědinou"
"M1137","24-42-06/9","Radslavice u Vyškova-Zelená hora"
"M1138","24-41-10/10","Radslavičky-Vinohrádky"
"M1139","1198","Rafing-Beim Bründl"
"M1140","24-34-20/2","Rajhrad-Matlaška"
"M1141","FT149","Rajhrad-Pod hraničkami"
"M1142","FT45","Rajhradice-Na předním"
"M1143","24-34-15/9","Rajhradice-Stráně nad Habřinou"
"M1144","24-43-10/14","Rašovice u Bučovic-Za malým mostkem"
"M1145","1016","Reinthal-"
"M1146",NA,"Rešice-Hradisko"
"M1147","24-33-23/5","Rešice-Pod vilou"
"M1148","FT427","Rešice-Zaječné zahrady"
"M1149",NA,"Retz-Stadtfeld"
"M1150","574","Ringelsdorf-Große Herrschaftswiese"
"M1151",NA,"Ringelsdorf-Große Herrschaftswiese"
"M1152","208","Ringelsdorf-Kuse"
"M1153","576","Ringelsdorf-Langfeld"
"M1154",NA,"Rokytná-Malé a Velké Hradisko"
"M1155",NA,"Rokytná-Na brdcích"
"M1156",NA,"Rokytná-Obora"
"M1157","FT227","Rosice u Brna-Brusy"
"M1158","24-33-17/3","Rouchovany-intravilán"
"M1159","FT429","Rouchovany-Ouvary"
"M1160","FT407","Rouchovany-silnice do Hrotovic"
"M1161","24-41-24/31","Rousínov u Vyškova-autobusové nádraží"
"M1162","24-43-04/7","Rousínov u Vyškova-Přední lány"
"M1163","24-41-24/11","Rousínov u Vyškova-Tyršova"
"M1164","FT276","Rozdrojovice-Čtvrtky"
"M1165","24-32-18/4","Rozdrojovice-U kříže"
"M1166",NA,"Rudimov-Paličky"
"M1168","14-44-18/10","Rybníček-U Rybného potoka"
"M1169","24-33-25/1","Rybníky na Moravě-Čtvrtky"
"M1170","FT58","Rybníky na Moravě-Díly"
"M1171","24-33-24/1","Rybníky na Moravě-Pipele"
"M1172",NA,"Rymice-Holoubky,  Za olším"
"M1173","25-31-04/4","Rymice-Vrchní blání"
"M1174","24-32-19/22","Řeckovice-Filkukova"
"M1175","FT387","Řečkovice-Duhová"
"M1176","24-32-19/21","Řečkovice-Kořískova"
"M1177","24-22-19/21","Řepčín-Horní nivy"
"M1178","24-22-19/4","Řepčín-Pod hřbitovem"
"M1179","FT15","Řícany u Brna-Díly od Rosic"
"M1180","FT381","Sebranice u Boskovic-Zadní pola"
"M1181","24-33-03/2","Sedlec u Náměště nad Oslavou-hrad"
"M1182",NA,"Selešovice-Pod rozdíly"
"M1183","24-24-11/31","Seloutky-Bouzovce"
"M1184","24-24-11/29","Seloutky-Kozinec"
"M1185","24-24-11/23","Seloutky-obec"
"M1186","24-24-11/20","Seloutky-Rozumky"
"M1187","24-24-11/22","Seloutky-U planičky"
"M1188",NA,"Senica-Čapková roľa"
"M1189",NA,"Senica-Diely k vinohradom"
"M1190",NA,"Senica-Diely za cintorínom"
"M1191",NA,"Senica-jižně od liehovaru"
"M1193",NA,"Senica-pri Dolných Surovinach"
"M1194",NA,"Senica-Sedlička"
"M1195",NA,"Senica-Sotina-Čapkova roľa"
"M1196",NA,"Senica-Sotinská ul."
"M1197",NA,"Senica-Železničná ul."
"M1198","24-22-12/3","Senice na Hané-Loucká hora"
"M1199","24-22-12/5","Senice na Hané-Loučanské"
"M1200",NA,"Senička-Křéb"
"M1201",NA,"Senička-Na záhumení"
"M1202",NA,"Senička-Panské"
"M1203","24-33-09/1","Senorady-Na hradiskách"
"M1204","FT274","Senorady-Podhání"
"M1205","FT183","Senorady-Rozběhlo"
"M1206","FT182","Senorady-Zadní nivky"
"M1207","24-32-07/7","Sentice-Sokolí"
"M1208","28, 839","Schletz-Kirchfeld"
"M1209","858","Schletz-Kurze Ried"
"M1210","410","Schletz-Sturmfleck"
"M1211","832","Siebenhirten-dům č. 135"
"M1212","631","Sierndorf an der March-Schanzenfeld"
"M1213","634","Sierndorf an der March-Unteres Feld"
"M1214","24-34-13/1","Silůvky-Tikovská hora"
"M1215","FT143","Sivice-Nebosady"
"M1216","FT482","Sivice-Rejdy"
"M1217","FT108","Sivice-Záhumení"
"M1218","FT394","Skalice u Znojma-V chobotech"
"M1219","FT395","Skalice u Znojma-Za hájkem pod kopcem"
"M1220","24-44-24/9","Skalka u Kyjova-Újezdy"
"M1221","34-22-08/5","Skoronice-Přední díly"
"M1222","24-22-08/1","Skrbeň-Hradisko"
"M1223",NA,"Skrbeň-U křepelky"
"M1224","FT474","Skryje nad Jihlavou-Jahodnice"
"M1225","FT431","Slatina u Jevišovic-Padělky"
"M1226",NA,"Slatina-Stránská skála"
"M1227","24-43-01/30","Slatina-Švédské šance"
"M1228","24-43-01/30","Slatina-Švédské valy"
"M1229","24-22-22/32","Slatinice na Hané-Na Stráži"
"M1230","24-22-22/43","Slatinice na Hané-Pasuňk"
"M1231","24-22-22/35","Slatinice na Hané-Vinohrádky"
"M1232","24-22-22/4","Slatinky-Boří"
"M1233","24-22-22/13","Slatinky-Dlouhé"
"M1234","24-22-22/10","Slatinky-Močilky"
"M1235","24-22-22/5","Slatinky-Nad Ostichovcem"
"M1236","24-22-22/9","Slatinky-Pod hájem"
"M1237","24-22-22/4","Slatinky-Varhany"
"M1238","24-22-22/8","Slatinky-Za humny"
"M1239","FT432","Slavice-Achtele"
"M1240","FT444","Slavíkovice u Jemnice-Brýle"
"M1241","FT445","Slavíkovice u Jemnice-Na ostancích"
"M1242","24-43-09/4","Slavkov u Brna-Na Obůrkách"
"M1243",NA,"Slavkov u Uherského Brodu-Podluža"
"M1244","24-22-19/17","Slavonín-Arbesova"
"M1245",NA,"Slavonín-Horní lán"
"M1246","24-22-19/20","Slavonín-Pod Vlachovým"
"M1247",NA,"Slavonín-U hvězdárny"
"M1248","24-22-19/22","Slavonín-U statku"
"M1249",NA,"Slavonín-Za Křenkovým"
"M1250",NA,"Slížany-mezi dvorem Oborou a lesem Přehýkem"
"M1251",NA,"Služín-Nad zahradami"
"M1252","24-22-21/24","Služín-Za hliníky"
"M1253",NA,"Smrdáky-Hrachovište"
"M1254",NA,"Smrdáky-Kraciny"
"M1255","24-24-07/19","Smržice-Prostřední záolešní"
"M1256","24-24-02/19","Smržice-Přední u cihelny"
"M1257",NA,"Smržice-Rybník"
"M1258",NA,"Smržice-Šamanovská"
"M1259","24-24-02/22","Smržice-Šimanov"
"M1260","24-24-07/2","Smržice-Trávníky u ostrova"
"M1261","24-24-07/6","Smržice-Záolešní u mostu"
"M1262","24-24-21/11","Sněhotice-Za Familií"
"M1263","25-33-08/1","Spytihněv-Němeča"
"M1264",NA,"Staré Brno-Nové sady"
"M1265","24-42-22/3","Staré Hvězdlice-Klín"
"M1266",NA,"Staré Město u Uherského Hradiště-Baťův průplav"
"M1267","25-33-17/5","Staré Město u Uherského Hradiště-Čertůj Kút"
"M1268","25-33-17/6","Staré Město u Uherského Hradiště-Špitálky"
"M1269","25-33-17/7","Staré Město u Uherského Hradiště-Zadní Kruhy"
"M1270","34-21-17/3","Starovičky-Velké padělky"
"M1271","24-24-02/2","Stařechovice–Kalvy"
"M1272",NA,"Stavenice-Na flecích"
"M1273","506","Steinebrunn-Hechtenteich"
"M1274","24-24-06/13","Stichovice-Kříž u Zlechova"
"M1275","24-24-06/14","Stichovice-Přehrada"
"M1276",NA,"Stillfried-Auhagen am Roshusberg"
"M1277","34-13-08/1","Strachotice-Pod silnicí"
"M1278",NA,"Strachotín-štěrkovna"
"M1279","FT115","Stránice-nám. Míru"
"M1280","FT2","Střelice u Brna-Chromky"
"M1281","24-34-08/3","Střelice u Brna-Líchy nad Bobravou"
"M1282","24-34-08/7","Střelice u Brna-Líchy u palouku"
"M1283","24-34-08/5","Střelice u Brna-Padělky"
"M1284","FT1","Střelice u Brna-Prostřední trať"
"M1285","24-34-08/6","Střelice u Brna-škola"
"M1286","FT60","Střelice u Jevišovic-Bukovina"
"M1287","23-44-25/2","Střelice u Jevišovic-Klobouček"
"M1288","33-22-05/7","Střelice u Jevišovic-Na Okroukách"
"M1289","FT147","Střelice u Jevišovic-Sklep"
"M1290","33-22-05/8","Střelice u Jevišovic-Starý zámek"
"M1291","FT389","Střelice u Jevišovic-Zádušky"
"M1292",NA,"Stříbrnice u Uherského Hradiště-U sv. Jána"
"M1293","24-14-05/13","Sudice u Boskovic-Na vrších"
"M1294","24-23-01/4","Sudice u Boskovic-Vejštice"
"M1295",NA,"Sudoměřice-Horní chmelnice"
"M1296",NA,"Suchohrad-Jednotky"
"M1297","34-11-17/6","Suchohrdly u Znojma-Starý zámek"
"M1298",NA,"Suchohrdly u Znojma-U Červeného Dvora"
"M1299","25-13-09/2","Sušice u Přerova-Dílnice"
"M1300",NA,"Sušice u Uherského Hradiště-Kočovy"
"M1301","24-32-04/5","Svinošice-U břeží"
"M1302","24-14-05/2","Svitávka-Hradisko"
"M1303","FT254","Syrovice-Klínky"
"M1304","FT493","Syrovice-Malé pole"
"M1305","34-21-21/29","Šakvice-Štěpničky"
"M1306","34-22-11/8","Šardice-Areál Ústředního zásobníku"
"M1307","34-22-06/6","Šardice-intavilán"
"M1308","34-22-11/4","Šardice-Na pískách"
"M1309","34-22-11/4","Šardice-Šinogrova pískovna"
"M1310","34-13-06/1","Šatov-Cihelna"
"M1311","24-21-21/2","Šebetov-U Mořicova dvora"
"M1312","23-44-13/17","Šebkovice-Holeček"
"M1313","23-44-08/2","Šebkovice-U Újezdského mlýna"
"M1314",NA,"Šišma - východně od obce"
"M1315","25-13-09/7","Šišma-Amerika"
"M1316","25-13-14/8","Šišma-Domovina"
"M1317","25-13-14/6","Šišma-Domovina II"
"M1318","FT87","Šitbořice-Pod Líchama"
"M1319",NA,"Šlapanice u Brna-Brněnská pole"
"M1320","24-43-01/24","Šlapanice u Brna-Dílky"
"M1321","24-43-01/12","Šlapanice u Brna-Na Puštoře"
"M1322","24-43-01/17","Šlapanice u Brna-Nad zámkem"
"M1323","23-44-09/1","Štěpánovice u Jaroměřic nad Rokytnou-Niva"
"M1324","23-44-09/4","Štěpánovice u Jaroměřic nad Rokytnou-okolo Vacenovického potoka"
"M1325","FT188","Štěpánovice u Jaroměřic nad Rokytnou-za dvorem"
"M1326","33-22-13/1","Štítary na Moravě-U Helenina dvora"
"M1327","24-34-04/4","Štýřice-Polní"
"M1328","FT471","Štýřice-Vídeňská ul."
"M1329",NA,"Šumice u Uherského Brodu-U jezer"
"M1330",NA,"Šumná-Na nivě"
"M1331","14-44-07/7,14-44-07/10","Šumvald-rybník"
"M1332","35-11-17/3","Tasov nad Veličkou-Mezi potoky"
"M1333",NA,"Tasov nad Veličkou-Pod Radošovem"
"M1334","24-43-11/7","Telnice u Brna-cihelna"
"M1335","24-43-11/6","Telnice u Brna-Nad Krakovcem"
"M1336","34-11-23/3","Těšetice u Znojma-Ruská"
"M1337","34-11-23/6","Těšetice u Znojma-Za kostelem"
"M1338","35-12-01/4","Těšov-Bažantnice"
"M1339","25-34-21/4","Těšov-Losky"
"M1340","FT26","Tetčice-Kříby"
"M1341","FT25","Tetčice-Podhorka"
"M1342",NA,"Thomasl-"
"M1343",NA,"Tišnov-Černohorská ul."
"M1344",NA,"Tišnov-Wagnerova"
"M1345","24-42-08/21","Tištín-Díly od Ivanovic"
"M1346",NA,"Tlumačov na Moravě-Kopce"
"M1347",NA,"Tlumačov na Moravě-Kráčiny"
"M1348",NA,"Tlumačov na Moravě-Slivotín"
"M1349","24-42-11/29","Topolany u Vyškova-Padělky za dědinou"
"M1350",NA,"Topolná-Osičná"
"M1351",NA,"Tovačov - město"
"M1352","24-24-15/5","Tovačov-cihelna na Hraďouchu"
"M1353",NA,"Trboušany-V Olších"
"M1354",NA,"Trnávka u Lipníka nad Bečvou-Hyk"
"M1355",NA,"Trnitá-Dornych"
"M1356",NA,"Trnitá-ul.Trnitá"
"M1357","14-44-07/4","Troubelice-Padělky"
"M1358",NA,"Troubsko-Bažantnice"
"M1360","34-11-03/2","Trstěnice u Moravského Krumlova-Kleštěnec"
"M1361","25-13-02/2","Tršice-Nad dolním mlýnem"
"M1362","25-11-22/1","Tršice-Padělky"
"M1363","25-13-02/3","Tršice-Za hruškou"
"M1364","33-22-01/5","Třebelovice-Lovětice"
"M1365","FT446","Třebelovice-Nádavky"
"M1366","FT447","Třebelovice-Palovce"
"M1367","25-31-09/10","Třebětice-Koleno"
"M1368",NA,"Tučapy-Nad horkami"
"M1369","FT48","Tulešice-Za zahradou"
"M1370","25-13-19/11","Turovice-Díly za vodou"
"M1371","24-43-02/13","Tvarožná-Pod kopci"
"M1372",NA,"Tvarožná-Santon"
"M1373","24-43-02/32","Tvarožná-U Sofra"
"M1374","24-41-22/45","Tvarožná-Vinohrady"
"M1375","24-43-02/12","Tvarožná-Záhumení"
"M1376","FT257","Tvořihráz-Louky"
"M1377","34-11-17/10","Tvořihráz-Pod sedleckými"
"M1378","FT327","Tvořihráz-U lisovny"
"M1379","34-21-06/4","Uherčice u Hustopečí-Prostřední nad silnicí"
"M1380","35-11-05/6","Uherský Brod-Katovka"
"M1381","35-11-05/8","Uherský Brod-Kyčkov"
"M1382","25-33-25/4","Uherský Brod-Náklady"
"M1383","24-21-16/10","Uhřice u Boskovic-kravín JZD"
"M1384","14-43-19/5","Újezd u Mohelnice-intravilán"
"M1385","14-43-19/7","Újezd u Mohelnice-Na širokých"
"M1386","14-43-19/5","Újezd u Mohelnice-severní okraj vsi"
"M1387","14-43-19/6","Újezd u Mohelnice-U Horních Krčem"
"M1388","14-44-18/9","Újezd u Uničova-K Žerotínu"
"M1389","25-34-21/2","Újezdec u Luhačovic-Kopánky"
"M1390","25-34-21/6","Újezdec u Luhačovic-Lány"
"M1391","34-11-17/2","Únanov-Padělky"
"M1392","34-11-17/4","Únanov-Polodíly"
"M1393","24-22-07/13","Unčovice-Kříby"
"M1394","14-44-17/11","Uničov-Mezi silnicemi"
"M1395","14-44-17/10","Uničov-Šibeniční vrch"
"M1396",NA,"Uničov-U kravína"
"M1397","14-44-12/7","Uničov-Za drahou"
"M1399","313","Untermixnitz-Droschelsau"
"M1400","325","Untermixnitz-Hungerfeld"
"M1401","258","Untermixnitz-Lißen"
"M1402","869","Unterthürnau-Heide"
"M1403","24-24-16/35","Určice-Dlouhé Kluče"
"M1404","24-24-16/30","Určice-Golštýn-Charbovec"
"M1405","24-24-16/33","Určice-Hájové"
"M1406","24-24-16/30","Určice-Horní Golštýn"
"M1407","24-24-16/31","Určice-Klementky"
"M1408","24-24-16/39","Určice-Kopaniny"
"M1409","24-24-16/40, 59","Určice-Kumberky"
"M1410","24-24-17/5","Určice-Nivky"
"M1411",NA,"Určice-Sedliska"
"M1412","24-24-17/2","Určice-Záhumení"
"M1413","24-24-16/32","Určice-Zelená zmola"
"M1414","14-43-15/1","Úsov-město-Na úsovském"
"M1415","14-44-11/6","Úsov-město-Okroužky"
"M1416","14-44-11/3","Úsov-město-Ovčár"
"M1417",NA,"Úsov-město-Pod Křížovou horou"
"M1418","24-22-18/5","Ústín-Nad Spálencem"
"M1419","25-11-21/6","Vacanovice-Zápotočí"
"M1420","FT99","Vacenovice-Polodíly"
"M1421","FT111","Vacenovice-U studně"
"M1422",NA,"Vanovice-Boří"
"M1423","24-12-25/5","Vanovice-Nad rozpadlou"
"M1424",NA,"Vážany u Uherského Hradiště-Padělky u Divoků"
"M1425","FT460","Vedrovice-Draždík"
"M1426","34-12-01/14","Vedrovice-Široká u lesa/Za dvorem"
"M1427","34-12-01/7","Vedrovice-U kostela"
"M1428","FT461","Vedrovice-Vanecká"
"M1429","FT166","Vedrovice-Za sádkem"
"M1430","24-41-22/34","Velatice-Padělky"
"M1431","24-43-02/61","Velatice-Prostřední velikonoce"
"M1432","24-41-22/58","Velatice-Velatické vrchy"
"M1433",NA,"Velehrad-Rákoš"
"M1434","24-43-03/23","Velešovice-Padělky"
"M1435","24-43-03/20","Velešovice-Půllány za mlýnem"
"M1436","25-11-16/14","Velká Bystřice-obec"
"M1437",NA,"Velká Bystřice-Přední trávníky"
"M1438","34-21-24/2","Velké Bílovice-Zimarky"
"M1439",NA,"Velké Hostěrádky-Klouč"
"M1440",NA,"Velké Hostěrádky-Skřípov"
"M1441","FT94","Velké Němčice-Nová Ves"
"M1442","24-21-11/23","Velké Opatovice 2"
"M1443","24-21-11/22","Velké Opatovice-Strážnice"
"M1444","34-21-18/5","Velké Pavlovice-Na hrúdkách"
"M1445","FT440","Velký Dešov-U Vlčáku"
"M1446","24-22-25/4","Velký Týnec-Prostřední a Zadní hony (díly)"
"M1447","25-11-21/2","Velký Týnec–Nivy"
"M1448","FT449","Velký Újezd u Kojatic-Na volských"
