id,orig_id,region,site,site_note,note,in_analysis
M0057,24-34-04/24,BM,Bohunice-Kamenice,ul. Kamenice,NA,TRUE
M0058,24-44-22/20,HO,Bohuslavice u Kyjova-Na skalách,Písky,Povrchové sběry v letech 1997 - 1999 provedli M. Hložek a P. Goldman; patrně totéž co lokalita Bohuslavice- Písky v MZM,TRUE
M0059,FT150,HO,Bohuslavice u Kyjova-Šotnery,Darov,NA,TRUE
M0060,24-44-22/3,HO,Bohuslavice u Kyjova-U tvrze,"Tvrza, Pod Tvrzí",NA,TRUE
M0061,FT29,TR,Bohušice-Bohušický rybník,NA,NA,TRUE
M0062,FT240,TR,Bohušice-návrší nad Rokytkou,bezejmenná trať,NA,TRUE
M0063,23-44-19/6,TR,Bohušice-U Blatnické křižovatky,Bohušice III,NA,TRUE
M0064,23-44-18/1,TR,Bohušice-U lomu,Bohušice IV,NA,TRUE
M0065,FT411,TR,Bohušice-U Ouvaru,"Ouvar, Bohušice II",NA,TRUE
M0066,FT220,ZN,Bohutice-za zámkem,NA,NA,TRUE
M0067,FT494,ZN,Bojanovice u Znojma-Kněžské,NA,NA,TRUE
M0068,33-22-15/4,ZN,Bojanovice u Znojma-Vesky,U pily,NA,TRUE
M0069,34-21-08/4,BV,Boleradice-Kopanina,NA,NA,TRUE
M0070,FT61,BV,Boleradice-U chaty,Žleby,RMM A 22492-22609 – viděl,TRUE
M0071,24-43-23/4,BV,Borkovany-Veselá hora,"Padělky od Klobouk, Pole od Klobouk",NA,TRUE
M0072,34-13-04/1,ZN,Borotice nad Jevišovkou-Nad dvorem,"U stohu, mohylník DB",NA,TRUE
M0073,24-44-20/5,UH,Boršice u Buchlovic-Močidla,označeno jako Stříbrnice,NA,TRUE
M0074,24-14-19/13,BK,Bořitov-Na křibě,NA,NA,TRUE
M0075,24-14-14/11,BK,Bořitov-Perná,Mezichlumí,NA,TRUE
M0076,24-14-14/13,BK,"Bořitov-Perná, sad",sad,NA,TRUE
M0077,24-14-14/6,BK,Bořitov-Písky,NA,NA,TRUE
M0078,24-14-19/15,BK,Bořitov-U dálnice,"Hodoňovec, Dílnice",NA,TRUE
M0079,24-14-19/17,BK,Bořitov-U hliníku,Hliník,+ sdělení Z. Jarůšková,TRUE
M0080,NA,BK,Boskovice-Mánesova,NA,NA,TRUE
M0081,24-14-10/28,BK,Boskovice-Masarykovo nám.,historické jádro,NA,TRUE
M0082,24-14-10/7,BK,Boskovice-Na dlouhých,NA,NA,TRUE
M0083,24-23-01/3,BK,Boskovice-Pod lipníky,"též Sudice-Pod lipníky, Panina louka",NA,TRUE
M0084,33-22-10/2,ZN,Boskovštejn-K nové louce,NA,NA,TRUE
M0085,FT397,ZN,Boskovštejn-Písařovicovo pole nad rybníkem,Boskovštejn I,NA,TRUE
M0086,FT463,ZN,Boskovštejn-Pod zahradama,Hlubovský,NA,TRUE
M0087,33-22-10/1,ZN,Boskovštejn-Smoha,NA,NA,TRUE
M0088,33-22-09/6,ZN,Boskovštejn-Výhon,"Boskovštejn II, Na zahradě, dům č. 44, č.p. 132","Kazdová 1998, Podborský 1972",TRUE
M0089,24-34-03/19,BM,Bosonohy-Cihelna,Cihelna Gustava Klimenta,NA,TRUE
M0090,24-34-03/20,BM,Bosonohy-Dlouhý padělky,Pod hradiskem,NA,TRUE
M0091,24-34-03/21,BM,Bosonohy-Hradisko,NA,NA,TRUE
M0092,24-43-23/9,BV,Bošovice-Galaše,Na Galášech,"NZ č.j. 564/47, Poulík, 1947,",TRUE
M0093,24-43-23/12,BV,Bošovice-Příděl u háječka,NA,NA,TRUE
M0094,34-13-05/2,ZN,Božice u Znojma- Kolonie u dvora,"č.p. 15, dříve č.p. 281",depot,TRUE
M0095,NA,ZN,Božice-Na ostrůvku,NA,NA,TRUE
M0096,24-44-07/22,VY,Brankovice-Kyniska,"Díly, Díly pod drahou",NA,TRUE
M0097,24-44-07/17,VY,Brankovice-u železniční stanice,NA,NA,TRUE
M0098,FT197,BO,Bratčice-Půllány k Mělčanům,Na kopcích-asi nějak omylem,NA,TRUE
M0099,NA,BO,Bratčice-Půllány k Mělčanům (KNP),NA,NA,TRUE
M0100,FT324,BM,Brněnské Ivanovice-Panský lán,Holásky-Vysoudilka,"lokalizace podle H. Čižmářová, DP, tab. 11",TRUE
M0101,FT52,BM,Brněnské Ivanovice-U lišek,NA,zjistit dataci v MZM,TRUE
M0102,14-44-18/1,SU,Brníčko u Zábřeha-Gartenanger,"Pirnik, intravilán, cihelna, zahrady, Brníčko 2",NA,TRUE
M0103,14-44-18/1,OC,Brníčko-intravilán,Brníčko 1,NA,TRUE
M0104,14-44-18/1,OC,Brníčko-obec,Gartenanger,NA,TRUE
M0105,24-34-04/3,BM,Brno-Město-Bašty,ul. Bašty,NA,TRUE
M0106,24-34-04/3,BM,Brno-Město-Dvořákova,ul. Dvořákova,NA,TRUE
M0107,34-12-23/1,BV,Brod nad Dyjí-Krátké loučky,Hartinger,NA,TRUE
M0108,FT239,BV,Brod nad Dyjí-Pod silnicí,U Dyje za čističkou,NA,TRUE
M0109,24-42-02/19,PV,Brodek u Prostějova-Hájek,NA,NA,TRUE
M0110,24-42-02/21,PV,Brodek u Prostějova-Hůrka,NA,NA,TRUE
M0111,24-24-22/11; 24-24-22/13,PV,Brodek u Prostějova-Lískovec,NA,NA,TRUE
M0112,NA,PV,Brodek u Prostějova-Za zámkem,NA,NA,TRUE
M0113,NA,BV,Brumovice-Brumovické úlehle,Úlehle,NA,TRUE
M0114,34-23-14/19,BV,Břeclav-Přední čtvrtky,NA,NA,TRUE
M0116,FT268,TR,Březník-Klínky,Šafranice,NA,TRUE
M0117,FT302,TR,Březník-Kosův brodek,NA,NA,TRUE
M0118,FT412,TR,Březník-Nad Výhonem,Na výhonu,NA,TRUE
M0119,FT267,TR,Březník-Střední hon,Voko: Přední hon,NA,TRUE
M0120,FT161,TR,Březník-Zadní hon,"Březník II, Půllány",NA,TRUE
M0121,NA,UH,Březolupy-Čertoryje,NA,NA,TRUE
M0122,NA,UH,Březolupy-Pastvisko,NA,NA,TRUE
M0123,FT413,ZN,Břežany u Znojma-Sporná pole,Na sporném,NA,TRUE
M0124,24-34-16/2,BO,Budkovice-Myslivárna,"Záhumenice, hradiště Budkovice I",NA,TRUE
M0125,FT199,BO,Budkovice-Na zadních,NA,"souřadnice podle Nerudová 2008, PA",TRUE
M0126,24-34-16/8,BO,Budkovice-Pod Holým kopcem,Pod kopcem,NA,TRUE
M0127,25-11-11/16,OC,Bukovany u Olomouce-Ohrady,NA,i sídliště s LnK,TRUE
M0128,34-23-02/2,BV,Bulhary-Au Äcker,"Podyjí, Quacker",NA,TRUE
M0129,34-23-07/3,BV,Bulhary-Gajdošova cihelna,"Přední díly, Čapkova cihelna",viz poznámky v sešitu,TRUE
M0130,34-23-02/7,BV,Bulhary-Nad sklepy,"Syslí kopec, Záhumenkové vinohrady, Kirchberg",NA,TRUE
M0131,3,MI,Bullendorf-Wiesental,NA,NA,TRUE
M0132,24-14-19/1,BK,Býkovice-Příčníky,(Bořitov-Býkovky),NA,TRUE
M0133,FT392,BK,Býkovice-U obrázku,NA,ÚAPP Brno,TRUE
M0134,FT280,BM,Bystrc-Na pile,NA,NA,TRUE
M0135,24-32-23/16,BM,Bystrc-Rakovec,Kotoulky,NA,TRUE
M0136,FT11,BM,Bystrc-U buku,NA,NA,TRUE
M0137,24-32-23/17,BM,Bystrc-Zadní dlouhé,NA,NA,TRUE
M0138,24-24-03/3,OC,Bystročice-nový kravín,NA,NA,TRUE
M0139,24-22-23/12,OC,Bystročice-U Topolánků,NA,NA,TRUE
M0140,NA,KM,Cetechovice-okraj obce,NA,NA,TRUE
M0141,FT369,ZN,Ctidružice-Stejskalovo pole,NA,NA,TRUE
M0142,FT399,ZN,Ctidružice-U kříže k Pavlicím,Ctidružice III,NA,TRUE
M0143,33-22-03/3,TR,Častohostice-Nivky,NA,NA,TRUE
M0144,33-22-03/7,TR,Častohostice-Stráž,NA,NA,TRUE
M0145,24-24-07/5,PV,Čechovice-Díly u Hloučely,i k.ú. Smržice,NA,TRUE
M0146,24-24-07/23,PV,Čechovice-Pololání,NA,NA,TRUE
M0147,24-24-11/16,PV,Čechovice-Záhoří-Čechovsko,Na Čechovsku,NA,TRUE
M0148,24-24-08/12; 24-24-08/8; 24-24-08/11,PV,Čechůvky-Kopaniny,"Čtyry, Za olomouckou bránou, Hliníky, Kralice na Hané-Trněnka",NA,TRUE
M0149,24-22-21/6,PV,Čechy pod Kosířem-Pod Brusem,V lukách,NA,TRUE
M0150,24-21-25/5,PV,Čechy pod Kosířem-U Hluchova,U vazu,NA,TRUE
M0151,24-21-25/5,PV,Čechy pod Kosířem-U vazu,"Suchý trávník, Nad rybníkem",NA,TRUE
M0152,24-22-21/25,PV,Čechy pod Kosířem-Za dvorem,NA,NA,TRUE
M0153,NA,PR,Čekyně-Žalkov,NA,NA,TRUE
M0154,24-24-18/7,PV,Čelčice-Louky,NA,NA,TRUE
M0155,24-14-19/34,BK,Černá Hora-intravilán,okolí kostela,NA,TRUE
M0156,24-14-20/15,BK,Černá Hora-Porčův mlýn,"Široký II, U vodojemu",NA,TRUE
M0157,24-14-19/32,BK,Černá Hora-Selkov,NA,NA,TRUE
M0158,24-14-19/29,BK,Černá Hora-Zaryplovy,Široký I,NA,TRUE
M0159,FT247,ZN,Černín-Nad silnicí,NA,NA,TRUE
M0160,24-32-14/1,BO,Česká-Vrbky,NA,NA,TRUE
M0161,FT357,BO,Čučice-Milošov,NA,NA,TRUE
M0162,FT235,TR,Dalešice-U dominka,NA,NA,TRUE
M0163,24-43-24/12,HO,Dambořice-Kluče,NA,NA,TRUE
M0164,NA,HO,Dambořice-Spálený,NA,"kostry bez hrobových přídavků, ojediněle ŠI !!!",TRUE
M0165,24-43-24/13,HO,Dambořice-Vysoká,NA,NA,TRUE
M0166,NA,HO,Dambořice-Za dvorem,NA,NA,TRUE
M0167,24-41-10/7,VY,Dědice u Vyškova-cihelna,i. k.ú. Opatovice u Vyškova,NA,TRUE
M0168,24-41-10/2,VY,Dědice u Vyškova-Kozí horka,NA,NA,TRUE
M0169,24-41-15/10,VY,Dědice u Vyškova-Legerní pole,Za parkem,NA,TRUE
M0170,24-41-15/11,VY,Dědice u Vyškova-Letní pole,Sídliště Osvobození,NA,TRUE
M0171,24-41-15/10,VY,Dědice u Vyškova-Za parkem,NA,NA,TRUE
M0172,24-42-11/3,VY,Dědice u Vyškova-Za zbrojovkou,Tovární ul.,NA,TRUE
M0173,14-44-11/17,OC,Dědinka-U lípy,NA,NA,TRUE
M0174,FT439,TR,Dešov-Příčný,U nového rybníka,NA,TRUE
M0175,NA,TR,Dešov-Řepták,NA,NA,TRUE
M0176,NA,TR,Dešov-U Vlčáku,NA,NA,TRUE
M0177,24-24-17/21,PV,Dětkovice u Prostějova-Skaličníky,NA,NA,TRUE
M0178,24-24-17/26,PV,Dětkovice u Prostějova-Široké šiborovice,i k.ú. Určice,P.K. uvádí na katastru Vincencova,TRUE
M0179,24-24-17/24,PV,Dětkovice u Prostějova-Za zahradami,NA,NA,TRUE
M0180,NA,BA,Devínska Nová Ves-Kaštieľ,NA,NA,TRUE
M0181,NA,BA,Devínska Nová Ves-Útočnica,Útočnice,"1:50000 Bratislava-vidiek, juh, 808:890mm",TRUE
M0182,34-21-07/4,BV,Diváky-Burberk,Přední kout,NA,TRUE
M0183,34-21-08/5,BV,Diváky-Díly v zelách,Díly v zelích,A 9516-A 9537,TRUE
M0184,FT326,BV,Diváky-Nedánov,NA,"inv.č. A 8234-8240,",TRUE
M0185,34-21-02/3,BV,Diváky-Nivy pod Svárovem,"Svárov, Svárov za nivama",inv.č. A 9187-9190,TRUE
M0186,FT328,BV,Diváky-Polejtně,"Polejtní, Zadní díly, Zadní díly nad Polejtně",NA,TRUE
M0187,FT330,BV,Diváky-Porgartně,Padělky nad humny,inv.č. A 7837-7903,TRUE
M0188,FT477,BV,Diváky-Stará hora,Staré hory,NA,TRUE
M0189,FT478,BV,Diváky-U kravína,NA,"Sbírky RMM, inv.č. A 7910-7959",TRUE
M0190,NA,KM,Divoky-Žernová,NA,NA,TRUE
M0191,25-13-12/6,PR,Dluhonice-Dolní újezd,Dluhonice II.,NA,TRUE
M0192,24-24-22/18,PV,Dobrochov-Pod širokou,Úzké,NA,TRUE
M0193,NA,KM,Dobrotice-Příčky od souhrad,"Za humny, Končiny",NA,TRUE
M0194,NA,ZN,Dobšice u Znojma-Léry,NA,NA,TRUE
M0195,FT55,ZN,Dobšice u Znojma-Mezi potoky,NA,střepy Lnk v objektech VpK,TRUE
M0196,NA,ZN,Dobšice u Znojma-V od obce,obchvat,NA,TRUE
M0197,NA,SI,Dojč-Jasenové,NA,NA,TRUE
M0198,NA,OC,Dolany u Olomouce-kostel sv. Matouše,NA,NA,TRUE
M0199,24-22-10/8,OC,Dolany u Olomouce-Za Benešovo,Za brankou,NA,TRUE
M0200,FT336,ZN,Dolní Dubňany-Na čtvrtích,"Na čtvrtkách, Čtvrtě","Muzeum Ivančice?, dále info z Pravěku Znojemska",TRUE
M0201,NA,UH,Dolní Němčí-Kráčinky,"Kráčina za kapličkou, Průhon",NA,TRUE
M0202,NA,UH,Dolní Němčí-Záhumní,"Padělky, Dílce",NA,TRUE
M0203,14-44-13/3,OC,Dolní Sukolom-cihelna,NA,NA,TRUE
M0204,14-44-13/4,OC,Dolní Sukolom-obec,NA,NA,TRUE
M0205,14-44-13/3,OC,Dolní Sukolom-Pirnikberg,NA,Lokalita v SASu ztotožněná s Dolní Sukolomí - cihelnou,TRUE
M0206,14-44-13/6,OC,Dolní Sukolom-V lukách,"Padělky, i k.ú. Horní Sukolom",NA,TRUE
M0207,NA,ZL,Dolní Ves-Za Suhým,NA,NA,TRUE
M0208,FT57,BV,Dolní Věstonice-JZD,Horní Věstonice-U kříže,NA,TRUE
M0209,34-12-20/2,BV,Dolní Věstonice-Na pískách,"Písky, Auf dem Sand, Sand, Am Sand","+ citovat Podborský 1970, SlA",TRUE
M0210,34-21-21/3,BV,Dolní Věstonice-Nad silnicí,NA,NA,TRUE
M0211,34-12-25/8,BV,Dolní Věstonice-štěrkovna,U Dyje,NA,TRUE
M0212,34-21-21/1,BV,Dolní Věstonice-Věstonická brána,NA,NA,TRUE
M0213,NA,HO,Domanín-Domanínský kopec,NA,NA,TRUE
M0214,FT72,ZN,Domčice-intravilán,obec,JMZ,TRUE
M0215,NA,VY,Doubrava u Březiny-Valy,Valy u Rychtářova,NA,TRUE
M0216,14-43-25/8,SU,Doubravice nad Moravou-Kouřilka,"Na plachtě, u osady Mitrovice; i k.ú. Palonín",NA,TRUE
M0217,24-14-15/12,BK,Doubravice nad Svitavou-intravilán,náhon u mlýna,AÚ – nic,TRUE
M0218,24-22-22/24,OC,Drahanovice-U Lusthózu,NA,NA,TRUE
M0219,24-32-03/7,BO,Drásov-Díly pod Horkami II,JV od trati Dily pod Horkami,NA,TRUE
M0220,24-32-03/4,BO,Drásov-Keblány,NA,NA,TRUE
M0221,34-12-23/3,BV,Drnholec-Holenická pole,Roviny,NA,TRUE
M0222,NA,BV,Drnholec-Lidická ul.,NA,NA,TRUE
M0223,34-12-23/4,BV,Drnholec-Malé hajdy,U hájenky,př.č.53/89,TRUE
M0224,NA,BV,Drnholec-Mrchoviště,NA,NA,TRUE
M0225,24-41-15/5,VY,Drnovice u Vyškova-Adlerova mez,NA,NA,TRUE
M0226,24-41-15/3,VY,Drnovice u Vyškova-Budonická louka,Budonice,NA,TRUE
M0227,24-41-15/30,VY,Drnovice u Vyškova-Horka,Za Horkou,NA,TRUE
M0228,24-41-15/2,VY,Drnovice u Vyškova-Kněží háj,NA,NA,TRUE
M0229,24-41-15/4,VY,Drnovice u Vyškova-Končiny,NA,NA,TRUE
M0230,24-41-15/6,VY,Drnovice u Vyškova-Kopaniny u lomu,NA,NA,TRUE
M0231,24-41-15/43,VY,Drnovice u Vyškova-Křivda,NA,NA,TRUE
M0232,24-41-15/33,VY,Drnovice u Vyškova-Podsedky,NA,NA,TRUE
M0233,24-41-15/29,VY,Drnovice u Vyškova-Přídanky,NA,NA,TRUE
M0234,24-41-15/23,VY,Drnovice u Vyškova-Za Lesní správou,NA,NA,TRUE
M0235,542,GF,Drösing-Apfering,NA,NA,TRUE
M0236,86,GF,Drösing-Hutmannsdorf,NA,NA,TRUE
M0237,543,GF,Drösing-Meierheide,Mayrhaide,NA,TRUE
M0238,547,GF,Drösing-Röhringseewiesen,NA,NA,TRUE
M0239,548,GF,Drösing-Röhringseewiesen,NA,NA,TRUE
M0240,"544, 545",GF,Drösing-Steinafurth,NA,NA,TRUE
M0241,552,GF,Drösing-Unteres inneres Feld,NA,NA,TRUE
M0242,24-42-01/17,VY,Drysice-Dolní Radlikus,Radlice,NA,TRUE
M0243,24-42-01/16,VY,Drysice-Na kopaninách,Kopaniny,NA,TRUE
M0244,NA,PV,Držovice na Moravě-Bezděkov,Bezděkovy,NA,TRUE
M0245,24-24-08/3,PV,Držovice na Moravě-Díly odvrahoviční,NA,NA,TRUE
M0246,24-24-08/4,PV,Držovice na Moravě-Háj,"Hrubý háj, Zácestek",NA,TRUE
M0247,24-24-07/15,PV,Držovice na Moravě-Horka,NA,NA,TRUE
M0248,24-24-07/20,PV,Držovice na Moravě-Loučky,Tesco,NA,TRUE
M0249,24-24-07/16,PV,Držovice na Moravě-Panský díl,"Panské díly, Pastviska",NA,TRUE
M0250,24-24-07/17,PV,Držovice na Moravě-Pastviska,NA,NA,TRUE
M0251,24-24-08/3,PV,Držovice na Moravě-U hřbitova,NA,NA,TRUE
M0252,NA,PV,Držovice na Moravě-Vinohrádky,NA,NA,TRUE
M0253,24-42-08/4,PV,Dřevnovice-intravilán,NA,NA,TRUE
M0254,NA,PR,Dřevohostice-cihelna,NA,NA,TRUE
M0255,25-13-14/9,PR,Dřevohostice-Pláňava,Pod Dřevohostickým lesem; i k.ú Nahošovice,NA,TRUE
M0256,NA,OC,Dub nad Moravou-Farská zahrada,NA,NA,TRUE
M0257,24-24-10/5,OC,Dub nad Moravou-obec,NA,NA,TRUE
M0258,24-24-10/3,OC,Dub nad Moravou-Tučapy,NA,NA,TRUE
M0259,24-24-03/5,PV,Dubany na Hané-Vršiny,NA,NA,TRUE
M0260,34-22-12/16,HO,Dubňany-Jarohněvický rybník,NA,NA,TRUE
M0261,34-22-12/10,HO,Dubňany-Kostelisko,"Zadní louky, Louky od Valů",Ověřit ještě jednou,TRUE
M0262,34-22-12/5,HO,Dubňany-Nivky,NA,Mikulčice,TRUE
M0263,NA,SI,Dubovce-Pod Otrč horou,NA,NA,TRUE
M0264,NA,BA,Dúbravka-Veľá lúka,NA,NA,TRUE
M0265,FT97,TR,Dukovany-Pařezy,Pařezí,MZM,TRUE
M0266,NA,GF,Dürnkrut-Am Mühlgraben,NA,NA,TRUE
M0267,554,GF,Dürnkrut-Neue Wiesen,Beim Wald,NA,TRUE
M0268,34-13-02/23,ZN,Dyje-bezejmenná ostrožna,NA,"Kovárník 1993, PV 1990",TRUE
M0269,34-13-02/15,ZN,Dyje-Sad u nádraží,Za cihelnou,NA,TRUE
M0270,FT340,ZN,Džbánice-Marhulky,"Ve žlebě, Žleby",NA,TRUE
M0271,FT341,ZN,Džbánice-Zahrady pod hájem,Zahrady pod hájem,NA,TRUE
M0272,679,MI,Ebendorf-Edel Äcker,Edelwiesen,"sloupový dům, masový hrob",TRUE
M0273,30,MI,Ebendorf-Hühnerkratzer,Gemeindesandgrube,NA,TRUE
M0274,"932, 945",MI,Ebendorf-Schellenberg,"Schellenbergen, Schotterbergen",NA,TRUE
M0275,14,MI,Eichenbrunn-Erntdankkreuz,NA,NA,TRUE
M0276,A12,HORN,Elsern-Wartlüß,NA,NA,TRUE
M0277,794,MI,Falkenstein-Burgberg,NA,"Bl. 24, O 8 mm, N 56 mm",TRUE
M0278,726,MI,Falkenstein-Schanzboden,Buchbrünn,NA,TRUE
M0279,"276, 277",MI,Friebritz-Fallehergraben,NA,KGA,TRUE
M0280,76,MI,Friebritz-Frauenberg,Süd,KGA,TRUE
M0281,190,MI,Friebritz-westlich Teichbreite,NA,NA,TRUE
M0282,336,HORN,Fronsburg-Entersgraben,Brünndläcker,NA,TRUE
M0283,336,HORN,Fronsburg-Hinterfeld,NA,NA,TRUE
M0284,"811, 841",HORN,Fugnitz-Geraser Feld,NA,NA,TRUE
M0285,"68, 69",GF,Gaiselberg-Hausberg,NA,NA,TRUE
M0286,972,GF,Gaiselberg-Nr. 80,NA,NA,TRUE
M0287,NA,MA,Gajary-Bystrá II,NA,NA,TRUE
M0288,NA,MA,Gajary-Jazierkové,NA,NA,TRUE
M0289,NA,MA,Gajary-Pod lipou,NA,NA,TRUE
M0290,NA,MA,Gajary-Prašivá,NA,NA,TRUE
M0291,NA,MA,Gajary-Radlica,NA,NA,TRUE
M0292,NA,MA,Gajary-Veselé,NA,NA,TRUE
M0293,219,MI,Gaubitsch-Alpenberg,Urteilfeld,NA,TRUE
M0294,94,MI,Gaubitsch-Hanfthal,NA,NA,TRUE
M0295,319,MI,Gaubitsch-Reifling,NA,NA,TRUE
M0296,A9,MI,Gaubitsch-südlich Ort,NA,NA,TRUE
M0297,510,GF,Gaweinstal-Junggebirge,In Wiesen,obsidián,TRUE
M0298,19,MI,Gnadendorf-Im Vorrain,NA,NA,TRUE
M0299,416,MI,Gnadendorf-südwestlich hinter der Ortschaft,NA,KGA,TRUE
M0300,240,MI,Grafensulz-Haltergarten,NA,NA,TRUE
M0302,33-22-09/8,ZN,Grešlové Mýto-Mírovec,"Mírovec, Grešlové Mýto I",NA,TRUE
M0303,FT483,ZN,Grešlové Mýto-Pode mlýnem,intravilán,NA,TRUE
M0304,33-22-09/7,ZN,Grešlové Mýto-V sazích u kapličky,V sazích,NA,TRUE
M0305,754,GF,Großschweinbarth-,NA,NA,TRUE
M0306,755,GF,Großschweinbarth-Freibergen,NA,NA,TRUE
M0307,NA,GF,Grub an der March-Äußere Wiesenäcker,"westlich des Skodateiches, Unterhaspel; i k.ú. Stillfried",NA,TRUE
M0308,35,GF,Grub an der March-Haspelberg,Ziegelei,NA,TRUE
M0309,NA,GF,Grub an der March-Unterhaspel,NA,NA,TRUE
M0310,795,MI,Guttenbrunn-Sauberg,NA,NA,TRUE
M0311,24-41-19/12,VY,Habrovany-Blatice,"Blatice, Rovněž Nemojany Blatice",NA,TRUE
M0312,24-41-24/23,VY,Habrovany-Díly za dráhou,NA,NA,TRUE
M0313,24-41-24/1,VY,Habrovany-u zámku,NA,NA,TRUE
M0315,806,MI,Hagenberg-Hinter der Zeil,NA,Ši k analýze,TRUE
M0316,862,MI,Hanfthal-Walkenhübel,Sebenfeld,"Bl. 24, W 37mm, N 66 mm, 48°42'19,1''N, 16°21'39,2''E",TRUE
M0317,NA,OC,Haňovice-Dolní konec,p. č. 202/23,NA,TRUE
M0318,274,GF,Hauskirchen-Unterfeld,Mühläcker; i k.ú Prinzendorf an der Zaya,NA,TRUE
M0319,35-11-05/12,UH,Havřice-Nad zahrádky,"Nad stavem, i k.ú. Uherský Brod",NA,TRUE
M0320,24-22-19/11,OC,Hejčín-Mrštíkovo náměstí,NA,NA,TRUE
M0321,949,MI,Herrnbaumgarten-Auf der Breiten,NA,"OK 25, W 128 mm, N 147 mm,",TRUE
M0322,948,MI,Herrnbaumgarten-Buchholzacker,Parz.Nr. 3060,"Parcela lokalizovaná podle stabilního katastru, v současnosti neexistuje",TRUE
M0323,924,MI,Herrnbaumgarten-Tennauwald,NA,NA,TRUE
M0324,NA,SI,Hlboké-Padzelky,NA,NA,TRUE
M0325,NA,SI,Hlboké-Sochorovské,i k.ú. Osuské,NA,TRUE
M0326,25-13-09/14,PR,Hlinsko-Nad Zbružovým,NA,NA,TRUE
M0327,25-13-09/16,PR,Hlinsko-Podhůra,Kouty,Šmíd 1994; Janák 1975-76,TRUE
M0328,25-13-09/15,PR,Hlinsko-U větrného mlýna,Za Mlynářovým,NA,TRUE
M0329,25-13-09/15,PR,Hlinsko-Za mlynářovým,U větrného mlýna,NA,TRUE
M0330,NA,OC,Hlivice-U vepřína,NA,NA,TRUE
M0331,FT343,ZN,Hluboké Mašůvky-Hradisko,Může být totožné s Kravsko-Plenkovice-Hejtmanky podle Kazdová 1984?,NA,TRUE
M0332,34-11-16/1,ZN,Hluboké Mašůvky-Nivky,"Niva, Padělky+intravilán","není jasný vztah VK k MMK, resp. neví se nic o kontextuálním původu VK",TRUE
M0333,24-23-05/13,PV,Hluchov-Podkahance,NA,NA,TRUE
M0334,NA,PV,Hluchov-Zadní stříbrné,Končiny,„jordanov/nejordanov“,TRUE
M0335,35-11-08/5,HO,Hluk-Paligr,"Panský Paligr, Zelnice",NA,TRUE
M0336,NA,ZN,Hnanice IV,"Kóta 308,9",NA,TRUE
M0337,FT294,ZN,Hnanice-Hraběcí hora,Hnanice III,NA,TRUE
M0338,33-24-10/2,ZN,Hnanice-U roty,"Fládnická, Knížecí vrch, Hnanice I",NA,TRUE
M0339,24-22-23/2,OC,Hněvotín-Nový trávník,i .k. ú. Lutín,NA,TRUE
M0340,24-22-23/3,OC,Hněvotín-U struhy,U Blaty,NA,TRUE
M0341,14-44-24/1,OC,Hnojice-Mošťanky,NA,NA,TRUE
M0342,591,MI,Hobersdorf-Schloßäcker,NA,"Lengyel na lokalitě autor nezmiňuje, ale podle vyobrazení je jeho přítomnost zřejmá",TRUE
M0343,34-13-03/1,ZN,Hodonice-Loydova cihelna,NA,NA,TRUE
M0344,FT282,ZN,Hodonice-Na vinici,ul. Na vinici,NA,TRUE
M0345,872,GF,Hohenau-,NA,NA,TRUE
M0346,926,GF,Hohenau-,NA,NA,TRUE
M0347,950,GF,Hohenau-Föhrenhügel,NA,NA,TRUE
M0348,558,GF,Hohenau-Gestüt Wiese,NA,NA,TRUE
M0349,559,GF,Hohenau-Gestüt Wiese,NA,NA,TRUE
M0350,896,GF,Hohenau-Hochleiten,Hochstetten,NA,TRUE
M0351,560,GF,Hohenau-Hrutka,NA,NA,TRUE
M0352,24-34-10/16,BM,Holásky-Písníky,"štěrkovna, U Tuřan, zasahuje i na k.ú. Tuřany",MZM Jordanov=NZ č.j. 614/55,TRUE
M0353,24-43-03/6,VY,Holubice-Pod Holubskou,Holubice III,NA,TRUE
M0354,24-41-22/22,BO,Horákov-Čtvrtky,"Nad humny, Půllány, Čtvrtě",NA,TRUE
M0355,24-41-21/6,BO,Horákov-Horka,Horákovský hrad,"za hradem před valem, Horka., lengyel obecně",TRUE
M0356,24-41-22/16,BO,Horákov-Macocha,Příčky,NA,TRUE
M0357,24-41-22/26,BO,Horákov-Ořechová seč,NA,NA,TRUE
M0358,24-41-22/24,BO,Horákov-Remíse,NA,lengyel,TRUE
M0359,1027,MI,Hörersdorf-Gaisstall,NA,NA,TRUE
M0360,24-22-14/5,OC,Horka nad Moravou-Spodní kaluhy,NA,NA,TRUE
M0361,NA,PV,Horky u Stínavy-Na Křemeli,"Chybně k.ú, Hamry",NA,TRUE
M0362,FT120,ZN,Horní Dunajovice-Kuchyňkova cihelna,Stínadla,"JMZ, dále informace z E. Kazdová, habilitace, a Pravěk Znojemska",TRUE
M0363,FT346,ZN,Horní Dunajovice-Na vinohradské,NA,"AÚ-materiál jsem viděl v depu, inv.č.:514-468/69",TRUE
M0364,FT345,ZN,Horní Dunajovice-Na záhumenicích,u školy,NA,TRUE
M0365,14-44-13/8,OC,Horní Sukolom-Lihovarské,NA,NA,TRUE
M0366,23-44-08/3,TR,Horní Újezd u Třebíče-Mejtnice,"u lesa Mejtnice, Pod Žákem, Na klínu",NA,TRUE
