id,orig_id,region,site,site_note,note,in_analysis
M0988,FT132,BO,Oslavany-Čučická,ul. Čučická 701,NA,TRUE
M0989,24-33-10/2,BO,Oslavany-Dvorek,"V zaražených, Zaraženský dvorek",NA,TRUE
M0990,FT219,BO,Oslavany-Koblih,NA,"Ivančice, viděl v MZM",TRUE
M0991,FT103,BO,Oslavany-Na Lužích,Luže,NA,TRUE
M0992,24-33-10/3,BO,Oslavany-Náporky,NA,NA,TRUE
M0993,FT104,BO,Oslavany-Stará hora,NA,NA,TRUE
M0994,FT22,BO,Ostrovačice-Padělky,"Díl, Na Prutně",NA,TRUE
M0995,FT464,BO,Ostrovačice-Prostřední Prutny,Drekonty,NA,TRUE
M0996,24-44-22/11,HO,Ostrovánky-Nádědíny,"Bílé hlíny, i k.ú. Nechvalín",M. Hložek má u sebe i Lnk????,TRUE
M0997,NA,UH,Ostrožská Lhota-Chylické,Chylecké,NA,TRUE
M0998,NA,UH,Ostrožská Nová Ves-Koruny,NA,NA,TRUE
M0999,35-11-02/2,UH,Ostrožská Nová Ves-Padělky,NA,NA,TRUE
M1000,24-24-21/1; 24-24-21/8,PV,Otaslavice-Homole,"Svodnice, Gloze",NA,TRUE
M1001,24-24-22/6,PV,Otaslavice-Horní Otaslavice (obec),NA,NA,TRUE
M1002,24-24-21/3,PV,Otaslavice-Kopaniny,NA,NA,TRUE
M1003,24-24-22/8,PV,Otaslavice-Stany,NA,NA,TRUE
M1004,24-24-22/12,PV,Otaslavice-Zámecká trať,NA,"P.K. Lokalizuje na k.ú. Brodku u Prostějova, ale popis lokality odpovídá k.ú. Otaslavic",TRUE
M1005,24-24-22/1,PV,Otaslavice-Žleb,NA,NA,TRUE
M1006,25-31-23/20,ZL,Otrokovice-Bahňák,břeh Moravy,NA,TRUE
M1007,14-43-25/6,SU,Palonín-Dolnica,levý břeh potoka Nivka,NA,TRUE
M1008,14-43-25/4,SU,Palonín-západně od Kouřilky,NA,NA,TRUE
M1009,1015,GF,Palterndorf-,NA,NA,TRUE
M1010,FT20,BV,Pasohlávky-Dlouhé louky,"Obere Wiesen, Trenk Wiesen, Louky u Dyje",NA,TRUE
M1011,FT105,ZN,Pavlice-U Blažkovského rybníka,"U Blažkovského, Na kačence","viděl v MZM, Pa 18/24",TRUE
M1012,34-21-21/10,BV,Pavlov u Dolních Věstonic-Dolní pole,Dolní pole I,NA,TRUE
M1013,34-21-21/17,BV,Pavlov u Dolních Věstonic-Hliník,"Na kopečku, hliník n.p. Ingstav",NA,TRUE
M1014,34-21-21/23,BV,Pavlov u Dolních Věstonic-Horní pole,Horní pole I,NA,TRUE
M1015,34-12-25/18,BV,Pavlov u Dolních Věstonic-Pod Děvínem,Paroh,NA,TRUE
M1016,25-13-09/9,PR,Pavlovice u Přerova-Dílce,NA,NA,TRUE
M1017,24-22-16/9,PV,Pěnčín na Moravě-U Jána,NA,NA,TRUE
M1018,24-22-21/27,PV,Pěnčín na Moravě-Za humny,NA,NA,TRUE
M1019,FT495,TR,Petrůvky-Padělek u žlebu,NA,NA,TRUE
M1020,874,HORN,Pfaffenreith-Hintenausäcker,NA,NA,TRUE
M1021,44-41-14/1,VY,"Pístovice-Zádvorčí, Za dvorkem",NA,NA,TRUE
M1022,517,HL,Platt-Brunnfeld,NA,NA,TRUE
M1023,NA,HL,Platt-Reitlüsse,NA,NA,TRUE
M1024,NA,MA,Plavecký Mikuláš-Dzeravá skala,Pálffyho jaskyňa,NA,TRUE
M1025,34-11-12/5,ZN,Plaveč-Na tarase,NA,NA,TRUE
M1026,34-11-11/7,ZN,Plaveč-Šance,Na šancích,NA,TRUE
M1027,NA,HL,Pleissing-Holzfeld,NA,NA,TRUE
M1028,FT351,ZN,Plenkovice-Horní poloúdělí,"Horní polodíly, Na dlouhých",Materiál v NM,TRUE
M1029,34-11-11/10,ZN,Plenkovice-Na záhumení,"Plenkovice X., asi Na záhumení",NA,TRUE
M1030,24-24-06/12,PV,Plumlov-Roudník,NA,NA,TRUE
M1031,24-24-11/5,PV,Plumlov-ředitelství vojenských lesů,NA,NA,TRUE
M1032,34-23-03/3,BV,Podivín-Kopce,Kopce a zahrady,NA,TRUE
M1033,33-24-10/3,ZN,Podmolí-Šobes,Šobes,NA,TRUE
M1034,NA,UH,Podolí nad Olšavou-Strážné,NA,NA,TRUE
M1035,24-43-01/6,BO,Podolí u Brna-Palouky,"Nad paloukem, Kandie, Vysoudilky",NA,TRUE
M1036,FT106,BO,Podolí u Brna-Pololány,"Půllány, Pololání",NA,TRUE
M1037,24-41-22/33,BO,Podolí u Brna-U remízku,NA,NA,TRUE
M1038,NA,BO,Podolí u Brna-V hlavách,NA,NA,TRUE
M1039,NA,SU,Podolí u Mohelnice- východní cíp katastru,na polích k Újezdu,NA,TRUE
M1040,NA,VS,Podolí u Valašského Meziříčí-Skalka,NA,NA,TRUE
M1041,34-12-14/2,BO,Pohořelice nad Jihlavou-Klášterka,NA,NA,TRUE
M1042,NA,BO,Pohořelice nad Jihlavou-Nová louka,NA,v článku rozpor zda je to KNP nebo KKK,TRUE
M1043,NA,BO,Pohořelice nad Jihlavou-Velký Dvůr,při zakládání sádky na ryby u rybníku,NA,TRUE
M1044,NA,ZL,Pohořelice u Napajedel-Březí,NA,NA,TRUE
M1045,NA,UH,Polešovice-Nivy,Torštot,NA,TRUE
M1046,NA,TR,Police u Jemnice-Belka,Pastviště,NA,TRUE
M1047,FT175,TR,Police u Jemnice-Filipskovo pole,NA,NA,TRUE
M1048,NA,TR,Police u Jemnice-Horní Osík,Haláskovo pole,NA,TRUE
M1049,33-21-10/6,TR,Police u Jemnice-Novomlýnská,"Novomlýnska, Nad Novým mlýnem",NA,TRUE
M1050,NA,TR,Police u Jemnice-U Dubu,NA,NA,TRUE
M1051,14-43-10/3,SU,Police-Polanka I,U Dubiny,NA,TRUE
M1052,14-43-10/7,SU,Police-Polanka II,Na Žbánově,NA,TRUE
M1053,24-24-24/10,PR,Polkovice – Ostrovy,"Trávníky, Apatyky",NA,TRUE
M1054,23-44-13/5,TR,Popovice nad Rokytnou-U borovice,"Lesůňky-U borovice, Lesůňky VII, U dráhy",NA,TRUE
M1055,FT176,TR,Popovice nad Rokytnou-U habřiny,Lesůňky IX,NA,TRUE
M1056,25-13-07/6,PR,Popovice u Přerova-Za Drahou,Popovice II.,NA,TRUE
M1057,24-34-15/12,BO,Popovice u Rajhradu-Na nivách,Nivy,NA,TRUE
M1058,NA,UH,Popovice u Uherského Hradiště-Milonín,NA,NA,TRUE
M1059,23-44-13/6,TR,Popovice-Nad potokem,NA,NA,TRUE
M1060,FT1,TR,Popůvky nad Jihlavou-Beranovo,NA,NA,TRUE
M1061,FT123,TR,Popůvky nad Jihlavou-Sedlecký dvůr,NA,NA,TRUE
M1062,NA,BO,Popůvky u Brna-Bukovanské louky,NA,NA,TRUE
M1063,NA,BO,Popůvky u Brna-Náves,NA,NA,TRUE
M1064,24-34-03/24,BO,Popůvky u Brna-Panské nivy,NA,NA,TRUE
M1065,24-34-03/15,BO,Popůvky u Brna-Pod Šípem/Panské Nivy,NA,"Šlapanice, citovat Palečkovou",TRUE
M1066,FT6,BO,Popůvky u Brna-Sádky,Padělky,NA,TRUE
M1067,24-34-03/25,BO,Popůvky u Brna-ul. Nová,"intravilán, ul. Nová, Pod hájkem?, Pod dědinou",NA,TRUE
M1068,24-42-10/3,PR,Popůvky u Kojetína-U křižovatky,NA,NA,TRUE
M1069,14-41-24/7,SU,Postřelmov-U Františka,U městské cesty,NA,TRUE
M1070,34-23-18/1,BV,Poštorná-Boří les,NA,NA,TRUE
M1071,NA,OC,Povel-Jeremiášova,Janského,NA,TRUE
M1072,664,MI,Poysbrunn-Autobahn,NA,NA,TRUE
M1073,800,MI,Poysbrunn-Bittenau,Büttenau,NA,TRUE
M1074,1166,MI,Poysbrunn-Ziegelei Weinmann,NA,"lokalizace podle stabilního katastru, trochu nejisté",TRUE
M1075,1060,MI,Poysdorf-beim Huscharlkreuz,Hutscharenkreuz,NA,TRUE
M1077,247,MI,Poysdorf-Bürsting,NA,NA,TRUE
M1078,1059,MI,Poysdorf-Hermannschachner,Hörmannstschachern,NA,TRUE
M1079,960,MI,Poysdorf-Steinberg,NA,NA,TRUE
M1080,NA,MI,Poysdorf-Winzerstrase,NA,NA,TRUE
M1081,24-41-23/5,BO,Pozořice-Hlásnica,NA,"do r. 1942 obec Jezera, potom sloučení s Pozořicemi.",TRUE
M1082,24-41-23/7,BO,Pozořice-Maršíky,"Poustka, i k.ú. Kovalovice",NA,TRUE
M1083,24-41-23/2,BO,Pozořice-Rékoví,"Rejkové, Prostřední kopec",NA,TRUE
M1084,NA,KM,Pravčice-Podsedky,Podsedka,NA,TRUE
M1085,25-31-08/10,KM,Pravčice-U obrázku,"Nivky; i k.ú. Hulín, Hulín-Pravčice 2",NA,TRUE
M1086,FT221,BO,Pravlov-Hájky,NA,Ivančice,TRUE
M1087,FT107,BO,Pravlov-rokle,NA,NA,TRUE
M1088,25-13-08/1,PR,Prosenice-Nadloučí,Prosenice II.,NA,TRUE
M1089,FT339,ZN,Prosiměřice-U Kyjovic,NA,NA,TRUE
M1090,24-24-12/6,PV,Prostějov-městská jatka,NA,NA,TRUE
M1091,24-24-12/8,PV,"Prostějov-Určická, Okružní ul.",NA,NA,TRUE
M1092,24-24-07/14,PV,Prostějov-Za kovárnou,NA,NA,TRUE
M1093,NA,PV,Prostějov-Za tržištěm,NA,NA,TRUE
M1094,24-34-07/1,BO,Prštice-Na ostrých,"Na ostrých, v Babincích, Nad tunelem",materiál v NM,TRUE
M1095,24-34-13/17,BO,Prštice-Před zámkem,asi i Za zahradami,"viděl v MZM, i.č. 13365",TRUE
M1096,25-13-09/10,PR,Prusínky-Obransko,Skařinec,uváděno jako Pavlovice u Přerova,TRUE
M1097,NA,KM,Prusinovice-Dolní odomče,NA,NA,TRUE
M1098,NA,PR,Prusy-Niva u Prus,NA,NA,TRUE
M1099,322,HORN,Prutzendorf-Martelbreite,östlich des Ortes,NA,TRUE
M1100,A43,HORN,Prutzendorf-Prutzenberg,NA,"FO 2, 1934",TRUE
M1101,25-11-16/10;  25-11-16/11,OC,Přáslavice u Olomouce-Díly pod dědinou,I k.ú. Velká Bystřice-Vrtov,NA,TRUE
M1102,25-11-16/10,OC,Přáslavice u Olomouce-Na širokém,Kocourovec,NA,TRUE
M1103,25-11-16/8,OC,Přáslavice u Olomouce-Padělky,NA,NA,TRUE
M1104,25-13-12/10,PR,Předmostí-Díly,Předmostí IV.,NA,TRUE
M1105,NA,PR,Předmostí-Malé Předmostí,Předmostí III.,NA,TRUE
M1106,25-13-12/10,PR,Předmostí-Široký,"Hejnice, Přerov-Předmostí 8",NA,TRUE
M1107,24-21-25/4,PV,Přemyslovice-Nad rybníkem,NA,NA,TRUE
M1108,34-11-02/1,ZN,Přeskače-Výhon,"Na výhonu, Na brance",NA,TRUE
M1109,NA,KM,Přílepy u Holešova-Hynčina,Hlinčina,NA,TRUE
M1110,23-44-15/2,TR,Příložany-Příložanské padělky,Příložany III.,Západomoravské muzeum v Třebíči,TRUE
M1111,NA,BO,Přísnotice-Za Humny,NA,NA,TRUE
M1112,23-44-24/2,TR,Příštpo-Hodavy,Příštpo VIII,NA,TRUE
M1113,FT384,TR,Příštpo-Markovský,Příštpo VI,NA,TRUE
M1114,FT383,TR,Příštpo-U žabíka,Příštpo I,NA,TRUE
M1115,23-44-20/2,TR,Příštpo-Zamrzlík,Příštpo III,NA,TRUE
M1116,34-23-02/18,BV,Přítluky-Fraumühle,NA,Šmíd 1994,TRUE
M1117,34-23-02/20,BV,Přítluky-Obecní pastviny,Panwasser,NA,TRUE
M1118,NA,PV,Ptení-Dvorek Kolonie,NA,NA,TRUE
M1119,NA,PV,Ptení-Tabule,NA,NA,TRUE
M1120,24-23-05/16,PV,Ptení-V dobka,NA,NA,TRUE
M1121,1020,HL,Pulkau-Haselparz,Parz.Nr. 3131,NA,TRUE
M1122,524,HL,Pulkau-Scheiben,NA,NA,TRUE
M1123,NA,VY,Pulkava-Kozlének,NA,NA,TRUE
M1124,24-24-21/12,VY,Pulkava-Obrova noha,uváděno jako Otaslavice-Obrova noha,NA,TRUE
M1125,24-42-06/23,VY,Pustiměř-Na rovinách,NA,NA,TRUE
M1126,24-42-06/20,VY,Pustiměř-obec,"ZŠ, MŠ",NA,TRUE
M1127,24-42-06/1,VY,Pustiměř-Pod Grety,dvůr JZD,NA,TRUE
M1128,FT180,TR,Rácovice-Kopec,NA,+ Bartík 2015,TRUE
M1129,NA,TR,Rácovice-U mlýna,i k.ú. Velký Újezd,NA,TRUE
M1130,FT443,TR,Rácovice-U železniční zastávky,NA,NA,TRUE
M1131,FT426,TR,Račice u Hrotovic-U hájků,Pod vsí k bahnu,NA,TRUE
M1132,NA,SI,Radošovce-Diely,Medardská cesta,"skupina Nitriansky Hrádok, 60 ks ŠI + 97 ks ŠI ze sběrů",TRUE
M1133,NA,SI,Radošovce-Vieska,"č.p. 50-52, 55",NA,TRUE
M1135,24-42-06/12,VY,Radslavice u Vyškova-Niva,"Padělky, Štamperky",NA,TRUE
M1136,24-42-06/10,VY,Radslavice u Vyškova-Pod dědinou,Niva,NA,TRUE
M1137,24-42-06/9,VY,Radslavice u Vyškova-Zelená hora,Hradisko,NA,TRUE
M1138,24-41-10/10,VY,Radslavičky-Vinohrádky,i k.ú. Radslavice u Vyškova,NA,TRUE
M1139,1198,HL,Rafing-Beim Bründl,NA,NA,TRUE
M1140,24-34-20/2,BO,Rajhrad-Matlaška,"nádraží, sladovna",NA,TRUE
M1141,FT149,BO,Rajhrad-Pod hraničkami,NA,NA,TRUE
M1142,FT45,BO,Rajhradice-Na předním,NA,NA,TRUE
M1143,24-34-15/9,BO,Rajhradice-Stráně nad Habřinou,"Stráně, omylem popisováno jako Rajhrad",Muzeum Ivančice,TRUE
M1144,24-43-10/14,VY,Rašovice u Bučovic-Za malým mostkem,NA,NA,TRUE
M1145,1016,MI,Reinthal-,Bohranlage Benhardsthal S7,"lokalizace nejistá, autorka neupřesňuje, vrtná plošina lokalizována podle letecké mapy.",TRUE
M1146,NA,ZN,Rešice-Hradisko,NA,NA,TRUE
M1147,24-33-23/5,ZN,Rešice-Pod vilou,Rešice - pod vesnici,Moravský Krumlov,TRUE
M1148,FT427,ZN,Rešice-Zaječné zahrady,"Zaječí zahrada, Rešice III",NA,TRUE
M1149,NA,HL,Retz-Stadtfeld,NA,NA,TRUE
M1150,574,GF,Ringelsdorf-Große Herrschaftswiese,Parz. 2404/3,NA,TRUE
M1151,NA,GF,Ringelsdorf-Große Herrschaftswiese,Parz. 2404/4,NA,TRUE
M1152,208,GF,Ringelsdorf-Kuse,NA,NA,TRUE
M1153,576,GF,Ringelsdorf-Langfeld,NA,NA,TRUE
M1154,NA,ZN,Rokytná-Malé a Velké Hradisko,NA,NA,TRUE
M1155,NA,ZN,Rokytná-Na brdcích,Na velkých klínkách,NA,TRUE
M1156,NA,ZN,Rokytná-Obora,NA,NA,TRUE
M1157,FT227,BO,Rosice u Brna-Brusy,označ. Jako k.ú. Zastávka,NA,TRUE
M1158,24-33-17/3,TR,Rouchovany-intravilán,NA,NA,TRUE
M1159,FT429,TR,Rouchovany-Ouvary,Rouchovany II,NA,TRUE
M1160,FT407,TR,Rouchovany-silnice do Hrotovic,NA,NA,TRUE
M1161,24-41-24/31,VY,Rousínov u Vyškova-autobusové nádraží,NA,NA,TRUE
M1162,24-43-04/7,VY,Rousínov u Vyškova-Přední lány,"Slavkovská ul., Kmentova cihelna",NA,TRUE
M1163,24-41-24/11,VY,Rousínov u Vyškova-Tyršova,Tyršova ulice,Muzeum Vyškovska,TRUE
M1164,FT276,BO,Rozdrojovice-Čtvrtky,NA,NA,TRUE
M1165,24-32-18/4,BO,Rozdrojovice-U kříže,Neštěstí,NA,TRUE
M1166,NA,ZL,Rudimov-Paličky,Kamenná,NA,TRUE
M1168,14-44-18/10,OC,Rybníček-U Rybného potoka,U svodnice,NA,TRUE
M1169,24-33-25/1,ZN,Rybníky na Moravě-Čtvrtky,NA,NA,TRUE
M1170,FT58,ZN,Rybníky na Moravě-Díly,Na dílech,NA,TRUE
M1171,24-33-24/1,ZN,Rybníky na Moravě-Pipele,Pinosy,NA,TRUE
M1172,NA,KM,"Rymice-Holoubky,  Za olším",NA,"podle souřadnic ze ZM uvedených u P.K. je lokalita na k.ú. Količína, souřadnice jsem přesunul o cca 100 m na k.ú. Rymic",TRUE
M1173,25-31-04/4,KM,Rymice-Vrchní blání,"Na blani, Zadní blaní",NA,TRUE
M1174,24-32-19/22,BM,Řeckovice-Filkukova,Na krbále,MZM,TRUE
M1175,FT387,BM,Řečkovice-Duhová,Duhová pole,Muzeum města Brna,TRUE
M1176,24-32-19/21,BM,Řečkovice-Kořískova,"Kořískova ul. 42, Pod Sv. Annou",Skutil – reference jen k VK,TRUE
M1177,24-22-19/21,OC,Řepčín-Horní nivy,NA,NA,TRUE
M1178,24-22-19/4,OC,Řepčín-Pod hřbitovem,"Globus, Pražská ul.",NA,TRUE
M1179,FT15,BO,Řícany u Brna-Díly od Rosic,NA,NA,TRUE
M1180,FT381,BK,Sebranice u Boskovic-Zadní pola,Zadní pole,"Muzeum Kunštát, informace k relativní chronologii Zuzana Jarůšková",TRUE
M1181,24-33-03/2,TR,Sedlec u Náměště nad Oslavou-hrad,Sedlecký hrad,NA,TRUE
M1182,NA,KM,Selešovice-Pod rozdíly,NA,NA,TRUE
M1183,24-24-11/31,PV,Seloutky-Bouzovce,Bouzovec,NA,TRUE
M1184,24-24-11/29,PV,Seloutky-Kozinec,NA,NA,TRUE
M1185,24-24-11/23,PV,Seloutky-obec,NA,NA,TRUE
M1186,24-24-11/20,PV,Seloutky-Rozumky,NA,NA,TRUE
M1187,24-24-11/22,PV,Seloutky-U planičky,"Záhumení, Vinohrádky",NA,TRUE
M1188,NA,SE,Senica-Čapková roľa,NA,NA,TRUE
M1189,NA,SE,Senica-Diely k vinohradom,stavba Nová Sotina,Parcely 54-45 a 95,TRUE
M1190,NA,SE,Senica-Diely za cintorínom,NA,NA,TRUE
M1191,NA,SE,Senica-jižně od liehovaru,NA,NA,TRUE
M1193,NA,SE,Senica-pri Dolných Surovinach,NA,NA,TRUE
M1194,NA,SE,Senica-Sedlička,"nákupné centrum, Párovce",NA,TRUE
M1195,NA,SE,Senica-Sotina-Čapkova roľa,NA,NA,TRUE
M1196,NA,SE,Senica-Sotinská ul.,Sotina,NA,TRUE
M1197,NA,SE,Senica-Železničná ul.,NA,NA,TRUE
M1198,24-22-12/3,OC,Senice na Hané-Loucká hora,I k.ú. Náměšť na Hané,NA,TRUE
M1199,24-22-12/5,OC,Senice na Hané-Loučanské,NA,NA,TRUE
M1200,NA,OC,Senička-Křéb,NA,NA,TRUE
M1201,NA,OC,Senička-Na záhumení,"Záhumení, Podhruší",NA,TRUE
M1202,NA,OC,Senička-Panské,NA,NA,TRUE
M1203,24-33-09/1,TR,Senorady-Na hradiskách,"Hradisko, V lipinách, Velká skála, Malá skála, Senorady I",NA,TRUE
M1204,FT274,TR,Senorady-Podhání,"Pod hajny, Senorady, II",NA,TRUE
M1205,FT183,TR,Senorady-Rozběhlo,"Bahniska, U kříže",NA,TRUE
M1206,FT182,TR,Senorady-Zadní nivky,NA,NA,TRUE
M1207,24-32-07/7,BO,Sentice-Sokolí,Velké klínky pod Sokolím,NA,TRUE
M1208,"28, 839",MI,Schletz-Kirchfeld,"Kirchäcker, Asparn an der Zaya-Am Wald",NA,TRUE
M1209,858,MI,Schletz-Kurze Ried,Dürrnschletz,NA,TRUE
M1210,410,MI,Schletz-Sturmfleck,NA,KGA,TRUE
M1211,832,MI,Siebenhirten-dům č. 135,NA,NA,TRUE
M1212,631,GF,Sierndorf an der March-Schanzenfeld,NA,NA,TRUE
M1213,634,GF,Sierndorf an der March-Unteres Feld,NA,NA,TRUE
M1214,24-34-13/1,BO,Silůvky-Tikovská hora,Jalovčiny,NA,TRUE
M1215,FT143,BO,Sivice-Nebosady,NA,NA,TRUE
M1216,FT482,BO,Sivice-Rejdy,NA,NA,TRUE
M1217,FT108,BO,Sivice-Záhumení,NA,NA,TRUE
M1218,FT394,ZN,Skalice u Znojma-V chobotech,Skalice I,NA,TRUE
M1219,FT395,ZN,Skalice u Znojma-Za hájkem pod kopcem,Skalice II,NA,TRUE
M1220,24-44-24/9,HO,Skalka u Kyjova-Újezdy,NA,NA,TRUE
M1221,34-22-08/5,HO,Skoronice-Přední díly,NA,datace do LnK dle SAS,TRUE
M1222,24-22-08/1,OC,Skrbeň-Hradisko,NA,NA,TRUE
M1223,NA,OC,Skrbeň-U křepelky,p. č. 375/6,NA,TRUE
M1224,FT474,TR,Skryje nad Jihlavou-Jahodnice,NA,NA,TRUE
M1225,FT431,ZN,Slatina u Jevišovic-Padělky,Slatina II,NA,TRUE
M1226,NA,BM,Slatina-Stránská skála,Na Slatinsku,NA,TRUE
M1227,24-43-01/30,BM,Slatina-Švédské šance,Pod Tuřankou,NA,TRUE
M1228,24-43-01/30,BM,Slatina-Švédské valy,Švédské šance,NA,TRUE
M1229,24-22-22/32,PV,Slatinice na Hané-Na Stráži,NA,NA,TRUE
M1230,24-22-22/43,OC,Slatinice na Hané-Pasuňk,NA,V literatuře uváděn katastr Slatinek,TRUE
M1231,24-22-22/35,OC,Slatinice na Hané-Vinohrádky,NA,NA,TRUE
M1232,24-22-22/4,PV,Slatinky-Boří,NA,NA,TRUE
M1233,24-22-22/13,PV,Slatinky-Dlouhé,Klínky,NA,TRUE
M1234,24-22-22/10,PV,Slatinky-Močilky,Močidýlka,NA,TRUE
M1235,24-22-22/5,PV,Slatinky-Nad Ostichovcem,U pánbíčka,NA,TRUE
M1236,24-22-22/9,PV,Slatinky-Pod hájem,"U dubu, úvozová cesta na Malý Kosíř",NA,TRUE
M1237,24-22-22/4,PV,Slatinky-Varhany,U Varhan,NA,TRUE
M1238,24-22-22/8,PV,Slatinky-Za humny,NA,NA,TRUE
M1239,FT432,TR,Slavice-Achtele,NA,NA,TRUE
M1240,FT444,TR,Slavíkovice u Jemnice-Brýle,NA,NA,TRUE
M1241,FT445,TR,Slavíkovice u Jemnice-Na ostancích,Ostanec,NA,TRUE
M1242,24-43-09/4,VY,Slavkov u Brna-Na Obůrkách,mezi rybníkem a cihelnou,NA,TRUE
M1243,NA,UH,Slavkov u Uherského Brodu-Podluža,Podluže,NA,TRUE
M1244,24-22-19/17,OC,Slavonín-Arbesova,Zahrady,NA,TRUE
M1245,NA,OC,Slavonín-Horní lán,NA,NA,TRUE
M1246,24-22-19/20,OC,Slavonín-Pod Vlachovým,NA,NA,TRUE
M1247,NA,OC,Slavonín-U hvězdárny,NA,NA,TRUE
M1248,24-22-19/22,OC,Slavonín-U statku,NA,NA,TRUE
M1249,NA,OC,Slavonín-Za Křenkovým,Ulice Františka Řeháka,NA,TRUE
M1250,NA,KM,Slížany-mezi dvorem Oborou a lesem Přehýkem,NA,NA,TRUE
M1251,NA,PV,Služín-Nad zahradami,NA,NA,TRUE
M1252,24-22-21/24,PV,Služín-Za hliníky,"Široké, Služín III",NA,TRUE
M1253,NA,SI,Smrdáky-Hrachovište,NA,NA,TRUE
M1254,NA,SI,Smrdáky-Kraciny,Kliny,NA,TRUE
M1255,24-24-07/19,PV,Smržice-Prostřední záolešní,NA,NA,TRUE
M1256,24-24-02/19,PV,Smržice-Přední u cihelny,NA,NA,TRUE
M1257,NA,PV,Smržice-Rybník,"i k.ú. Držovice-Koňské trávníky, Trávníky u Ostrova",NA,TRUE
M1258,NA,PV,Smržice-Šamanovská,Parcela 334,NA,TRUE
M1259,24-24-02/22,PV,Smržice-Šimanov,Šamanovy,NA,TRUE
M1260,24-24-07/2,PV,Smržice-Trávníky u ostrova,NA,NA,TRUE
M1261,24-24-07/6,PV,Smržice-Záolešní u mostu,NA,NA,TRUE
M1262,24-24-21/11,PV,Sněhotice-Za Familií,NA,NA,TRUE
M1263,25-33-08/1,UH,Spytihněv-Němeča,Německá,NA,TRUE
M1264,NA,BM,Staré Brno-Nové sady,NA,NA,TRUE
M1265,24-42-22/3,VY,Staré Hvězdlice-Klín,NA,NA,TRUE
M1266,NA,UH,Staré Město u Uherského Hradiště-Baťův průplav,vodní komora 37. úseku,NA,TRUE
M1267,25-33-17/5,UH,Staré Město u Uherského Hradiště-Čertůj Kút,NA,NA,TRUE
M1268,25-33-17/6,UH,Staré Město u Uherského Hradiště-Špitálky,NA,MZM 167/50,TRUE
M1269,25-33-17/7,UH,Staré Město u Uherského Hradiště-Zadní Kruhy,NA,NA,TRUE
M1270,34-21-17/3,BV,Starovičky-Velké padělky,NA,Břeclav,TRUE
M1271,24-24-02/2,PV,Stařechovice–Kalvy,NA,NA,TRUE
M1272,NA,SU,Stavenice-Na flecích,I k.ú. Úsov,"Daňhel, M. 2014a: Archeologické lokality a nálezy z katastru Úsova. Střední Morava 37, 49–69.",TRUE
M1273,506,MI,Steinebrunn-Hechtenteich,NA,NA,TRUE
M1274,24-24-06/13,PV,Stichovice-Kříž u Zlechova,NA,NA,TRUE
M1275,24-24-06/14,PV,Stichovice-Přehrada,NA,NA,TRUE
M1276,NA,GF,Stillfried-Auhagen am Roshusberg,Ziegelei,NA,TRUE
M1277,34-13-08/1,ZN,Strachotice-Pod silnicí,NA,NA,TRUE
M1278,NA,BV,Strachotín-štěrkovna,"Pannwasser, štěrkovna n.p. Ingstav, Strachotínské louky",NA,TRUE
M1279,FT115,BM,Stránice-nám. Míru,NA,NA,TRUE
M1280,FT2,BO,Střelice u Brna-Chromky,NA,NA,TRUE
M1281,24-34-08/3,BO,Střelice u Brna-Líchy nad Bobravou,NA,NA,TRUE
M1282,24-34-08/7,BO,Střelice u Brna-Líchy u palouku,Haneka,NA,TRUE
M1283,24-34-08/5,BO,Střelice u Brna-Padělky,NA,NA,TRUE
M1284,FT1,BO,Střelice u Brna-Prostřední trať,NA,NA,TRUE
M1285,24-34-08/6,BO,Střelice u Brna-škola,Čtvrtky,NA,TRUE
M1286,FT60,ZN,Střelice u Jevišovic-Bukovina,Za němčickým dvorem,NA,TRUE
M1287,23-44-25/2,ZN,Střelice u Jevišovic-Klobouček,NA,NA,TRUE
M1288,33-22-05/7,ZN,Střelice u Jevišovic-Na Okroukách,Střelice IX.,NA,TRUE
M1289,FT147,ZN,Střelice u Jevišovic-Sklep,"Na sklepě, u sklepa, Střelice II",Podborský 1970,TRUE
M1290,33-22-05/8,ZN,Střelice u Jevišovic-Starý zámek,"Jevišovice-Starý zámek, Na Starým zámku",NA,TRUE
M1291,FT389,ZN,Střelice u Jevišovic-Zádušky,U zádušky,NA,TRUE
M1292,NA,UH,Stříbrnice u Uherského Hradiště-U sv. Jána,NA,NA,TRUE
M1293,24-14-05/13,BK,Sudice u Boskovic-Na vrších,NA,NA,TRUE
M1294,24-23-01/4,BK,Sudice u Boskovic-Vejštice,NA,NA,TRUE
M1295,NA,HO,Sudoměřice-Horní chmelnice,NA,NA,TRUE
M1296,NA,MA,Suchohrad-Jednotky,NA,NA,TRUE
M1297,34-11-17/6,ZN,Suchohrdly u Znojma-Starý zámek,NA,NA,TRUE
M1298,NA,ZN,Suchohrdly u Znojma-U Červeného Dvora,NA,NA,TRUE
M1299,25-13-09/2,PR,Sušice u Přerova-Dílnice,"Předlibuší, Sušice I.",NA,TRUE
M1300,NA,UH,Sušice u Uherského Hradiště-Kočovy,NA,NA,TRUE
M1301,24-32-04/5,BK,Svinošice-U břeží,NA,Lokalita známa z povrchových sběrů V. Růžičky - nepublikováno,TRUE
M1302,24-14-05/2,BK,Svitávka-Hradisko,NA,NA,TRUE
M1303,FT254,BO,Syrovice-Klínky,Příčky,NA,TRUE
