orig,rowid,orig_id,point_x,point_y,region,site,site_note,accuracy,surface,altitude,source,note,chrono1,chrono2,chrono1_label,chrono2_label
b,C0099,P-1332-00027,-686938,-1062766,KO,Dolany u Červených Peček-závlaha,NA,3,FALSE,262,AMČR,NA,TRB,NA,TRB,NA
b,C0100,ADC-16512,-687305,-1062268,KO,Dolany u Červených Peček-,NA,2,FALSE,254,AMČR,NA,LgK,NA,LgK,NA
b,C0100,ADC-16512,-687305,-1062268,KO,Dolany u Červených Peček-,NA,2,FALSE,254,AMČR,NA,TRB,NA,TRB,NA
b,C0101,"ADC-16511, P-1332-00028",-687398,-1062610,KO,Dolany u Červených Peček-,poloha III,2,FALSE,260,"Jiráň L., Rulf J., Valentová J.: 1986",NA,LgK,LgK II,LgK,LgK II
b,C0102,JV-1072,-687472,-1063032,KO,Dolany u Červených Peček-Malá Vysoká,NA,2,TRUE,304,"Dvořák F.: Kolinsko 1936,140 (viz Mala Vysoka); Končelová 2013",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0103,NA,-629865.48,-1024438.45,"NA",Dolany u Jaroměře-intravilán,NA,2,NA,282,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0104,NA-JT-7058,-628510,-1022362,"NA",Dolany u Jaroměře-u osady Sebuč,v AMČR jako Chvalkovice,2,TRUE,296,"Sigl J. - Vokolek V. 1982: Zpravodaj KMVČ 12; Vokolek V. 1988: Osady lužické kultury ve východních Čechách, Fontes Musei Reginaehradecensis 16-1, 10-4",NA,SBK,NA,SBK,NA
b,C0105,ADC-15892,-629005,-1023863,"NA",Dolany u Jaroměře-Nad silnicí,v AMČR jako Svinišťany,2,TRUE,284,"Tocháček V., Dohnalová V.: BZO 1978-79, 55a",NA,SBK,NA,SBK,NA
b,C0106,ADC-16026,-652670,-1051781,PA,Dolany u Pardubic-Břeština,NA,2,TRUE,222,"BZO 1990-92; Kalferst J., Sigl J., Vokolek V. 1992: Zpravodaj KMVČ XVIII, 10",NA,SBK,SBK Late,SBK,SBK Late
b,C0107,P-1242-00423,-742858,-1057451,PZ,Dolní Břežany-K Hradišťátku,Za příkopem,NA,FALSE,356,Lutovský a kol. 2018,ohrazení časný eneolit,SBK,NA,SBK,NA
b,C0107,P-1242-00423,-742858,-1057451,PZ,Dolní Břežany-K Hradišťátku,Za příkopem,NA,FALSE,356,Lutovský a kol. 2018,ohrazení časný eneolit,ENE,NA,Early Ene.,NA
b,C0108,P-1242-00081; P-1242-00024,-741282,-1057079,PZ,Dolní Břežany-Kamínek,SV od rybníka Pazderák,2,FALSE,346,BZO 1988-89,NA,SBK,NA,SBK,NA
b,C0109,P-1242-00022; P-1242-00020; P-1242-00018; P-1242-00010; P-1242-00014,-741706,-1056958,PZ,Dolní Břežany-K Hodkovicům,Za pivovarem,2,FALSE,346,"AMČR; BZO 1974; Archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0109,P-1242-00022; P-1242-00020; P-1242-00018; P-1242-00010; P-1242-00014,-741706,-1056958,PZ,Dolní Břežany-K Hodkovicům,Za pivovarem,2,FALSE,346,"AMČR; BZO 1974; Archiv M. Zápotocké, Kutná Hora",NA,TRB,NA,TRB,NA
b,C0110,P-1242-00008; PZ1015,-741207,-1057411,PZ,Dolní Břežany-U struh,"Za havránkou, i k.ú Zlatníky u Prahy",3,NA,350,NA,NA,SBK,NA,SBK,NA
b,C0110,P-1242-00008; PZ1015,-741207,-1057411,PZ,Dolní Břežany-U struh,"Za havránkou, i k.ú Zlatníky u Prahy",3,NA,350,NA,NA,TRB,NA,TRB,NA
b,C0111,P-1242-00338,-738135,-1059696,PZ,Dolní Jirčany-Nad školkou,NA,2,FALSE,336,AMČR,NA,SBK,NA,SBK,NA
b,C0112,ADC-31095; P-1224-00019,-730542,-1044835,A9,Dolní Počernice-Na vinici,NA,2,FALSE,260,"Vencl S. 1987: BZO 1984-85, 256; Lutovský et al. 2005",NA,TRB,NA,TRB,NA
b,C0113,P-1224-01574,-740284,-1036175,A8,Dolní Chabry-Do rybníčků,NA,1,FALSE,270,AMČR,NA,TRB,NA,TRB,NA
b,C0114,AA1185,-740583,-1035950,A8,Dolní Chabry-Cihelna pana Malinskeho,NA,3,NA,258,"Axamit J. 1915: PA XXVII, 81; Neustupný J. 1932: PA 38, 43; Lutovský et al 2005, 299",NA,TRB,NA,TRB,NA
b,C0114,AA1185,-740583,-1035950,A8,Dolní Chabry-Cihelna pana Malinskeho,NA,3,NA,258,"Axamit J. 1915: PA XXVII, 81; Neustupný J. 1932: PA 38, 43; Lutovský et al 2005, 299",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0115,PD-JC-1056; PD-JC-1057,-651119,-1024390,JC,Doubrava-Svatogothardská Lhota,i k.ú. Březovice,2,FALSE,298,"Justová J. 1968: ASM 6, Praha",NA,SBK,NA,SBK,NA
b,C0116,NA,-675133,-1073609,KH,Drobovice-křižovníci,Pole p. Havelky z Potěh ppč. 295,2,NA,269,"Čermák K. 1900-1901: PA XIX, 54; Stocký A. 1926: Pravěk země české I. Věk kamenný., 163.",NA,SBK,NA,SBK,NA
b,C0117,NA,-650195.89,-1066703.42,CR,Dřenice,NA,3,NA,244,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0118,ADC-11316,-726970,-1035372,PH,Dřevčice u Brandýsa nad Labem-,Oblast Vinořského potoka,2,TRUE,220,"BZO 1996-7, 291",NA,LgK,LgK II,LgK,LgK II
b,C0119,P-1224-00546; P-1224-00547,-727527,-1036569,PH,Dřevčice u Brandýsa nad Labem-Na čtrnácti,NA,1,FALSE,234,"BZO 1996-97, 291-338.",NA,TRB,NA,TRB,NA
b,C0120,ADC-11332; ADC-12166,-725803,-1035532,PH,Dřevčice u Brandýsa nad Labem-Na paterých,NA,2,TRUE,220,Vávra 1981,NA,LgK,LgK II,LgK,LgK II
b,C0121,ADC-11360; AN – 1118,-726646,-1036036,PH,Dřevčice u Brandýsa nad Labem-Za zvonicí,Hypšova cihelna,2,TRUE,226,"BZO 1974; archiv M. Zápotocké, Kutná hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0121,ADC-11360; AN – 1118,-726646,-1036036,PH,Dřevčice u Brandýsa nad Labem-Za zvonicí,Hypšova cihelna,2,TRUE,226,"BZO 1974; archiv M. Zápotocké, Kutná hora",NA,TRB,NA,TRB,NA
b,C0122,ADC-09830,-741753,-1021858,ME,Dřínov-Na provázku,NA,2,TRUE,206,"Sklenář K. 1982: Pravěké nálezy na Mělnicku a Kralupsku, 16/2c, 52",NA,TRB,NA,TRB,NA
b,C0123,DN-1018,-745026,-1018753,ME,Dušníky nad Vltavou-Na špalkách,NA,2,TRUE,168,"1971: BZO, 34; 1972: BZO, 42; 1973: BZO, 37; 1974: BZO, 45; Sklenář K. 1982:   Pravěké nálezy na Mělnicku a Kralupsku, 18/2b, 57; ARÚ Praha HLAS 7861/1975,",NA,SBK,NA,SBK,NA
b,C0124,NA,-698985,-1034717,NB,Dvory u Nymburka-u potoka Liduška,NA,2,FALSE,200,Motyková 2011,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0125,P-1224-00205; ADC-11001,-736649,-1036626,A8,Ďáblice-Řepná ul.,NA,1,FALSE,250,Dobeš et al. 2010,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0125,P-1224-00205; ADC-11001,-736649,-1036626,A8,Ďáblice-Řepná ul.,NA,1,FALSE,250,Dobeš et al. 2010,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
b,C0126,NA,-737404,-1037478,A8,Ďáblice-K Letňanům,NA,2,FALSE,276,"Lutovský et al. 2005, 300",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0126,NA,-737404,-1037478,A8,Ďáblice-K Letňanům,NA,2,FALSE,276,"Lutovský et al. 2005, 300",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0127,ADC-11612; ADC-11632; ADC-11628,-737248,-1037208,A8,Ďáblice-Legionářů,"Mšenská, Batistova cihelna",1,FALSE,270,"Dobeš, Kostka, 2008; Dobeš, Kostka 2009",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0127,ADC-11612; ADC-11632; ADC-11628,-737248,-1037208,A8,Ďáblice-Legionářů,"Mšenská, Batistova cihelna",1,FALSE,270,"Dobeš, Kostka, 2008; Dobeš, Kostka 2009",NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
b,C0127,ADC-11612; ADC-11632; ADC-11628,-737248,-1037208,A8,Ďáblice-Legionářů,"Mšenská, Batistova cihelna",1,FALSE,270,"Dobeš, Kostka, 2008; Dobeš, Kostka 2009",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0128,P-1224-00972,-737544,-1037674,A8,Ďáblice-Nové Ďáblice,NA,2,FALSE,284,"BZO 2007; Dobeš M., Kostka M., Stolz D. 2007: ASČ 11/1, 131- 166; Kostka M. 2004: Výzkumy v Čechách 2002, 189; Kostka M. 2007: Výzkumy v  Čechách 2004, 166-167",NA,TRB,NA,TRB,NA
b,C0129,P-1224-00275,-736772,-1036975,A8,Ďáblice-křižovatka Cínovecká-Kostelecká,NA,2,NA,258,NA,NA,TRB,NA,TRB,NA
b,C0130,NA,-638672,-1029566,HK,Habřina-Prašivka,NA,3,NA,301,"Šubrt,V.1949: Příspěvek k předhistorickému místopisu Jaroměřska, Jaroměřsko III/4, 7-9. Jaroměř",NA,SBK,NA,SBK,NA
b,C0131,P-1331-00032,-706107,-1056080,KO,Hlaváčova Lhota-u dvora Broučkov,Uváděno jako Třebovle,3,TRUE,286,"Vávra 1981; archiv M. Zápotocké, Kutná Hora; Vokolek 2007",NA,SBK,SBK Early,SBK,SBK Early
b,C0131,P-1331-00032,-706107,-1056080,KO,Hlaváčova Lhota-u dvora Broučkov,Uváděno jako Třebovle,3,TRUE,286,"Vávra 1981; archiv M. Zápotocké, Kutná Hora; Vokolek 2007",NA,LgK,NA,LgK,NA
b,C0131,P-1331-00032,-706107,-1056080,KO,Hlaváčova Lhota-u dvora Broučkov,Uváděno jako Třebovle,3,TRUE,286,"Vávra 1981; archiv M. Zápotocké, Kutná Hora; Vokolek 2007",NA,TRB,NA,TRB,NA
b,C0131,P-1331-00032,-706107,-1056080,KO,Hlaváčova Lhota-u dvora Broučkov,Uváděno jako Třebovle,3,TRUE,286,"Vávra 1981; archiv M. Zápotocké, Kutná Hora; Vokolek 2007",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0132,P-1332-00072,-681637,-1062616,KH,Hlízov-Močidla,NA,3,FALSE,202,AMČR,NA,SBK,NA,SBK,NA
b,C0133,ADC-16245,-681400,-1062925,KH,Hlízov-,NA,2,TRUE,204,BZO 1980-81,NA,TRB,NA,TRB,NA
b,C0134,P-1224-01453; P-1224-01361,-735295,-1041906,A9,Hloubětín-Nepelova,NA,2,FALSE,200,BZO 2008,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0135,AA1245,-732999,-1041895,A9,Hloubětín-,Pískovny p. Kejre a p. Felixe,2,NA,258,"Ehrich R.W.,Pleslová-Štiková E.: Homolka,Praha 1968,205; Stocký A.: Pravek I,Praha 1926,178; Stocký A.: Pravek I 1926,178; Zápotocký M.: AUC 3 1959(60),59",NA,TRB,NA,TRB,NA
b,C0136,P-1321-00067,-670923,-1033257,HK,Hlušičky-U Bydžovského,NA,2,TRUE,248,"Zpravodaj KMVČ XVI/1 - 1989, 3 - 19. Hradec Králové",NA,SBK,NA,SBK,NA
b,C0137,NA,-678581,-1001448,SM,Hnanice pod Troskami-Těhníkova skála,NA,1,FALSE,288,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0138,P-1322-00140,-647740,-1029902,HK,Hněvčeves-Pod kostelem,NA,2,TRUE,274,"Vokolek, Zápotocký 2009",NA,LgK,NA,LgK,NA
b,C0139,P-1322-00142,-647549,-1030045,HK,Hněčeves-nádraží,NA,2,FALSE,262,"BZO 1986-87, 116",NA,TRB,NA,TRB,NA
b,C0140,P-1322-00100,-647557,-1030596,HK,Hněvčeves-U březiny,U březinky,3,TRUE,260,"Vokolek, Zápotocký 2009",NA,LgK,NA,LgK,NA
b,C0141,P-1322-00147; HK-7074,-647880,-1030725,HK,Hněčeves-,silnice do Sovětic; i k.ú. Sovětice,2,FALSE,260,"Kalferst J. 1989: BZO 1986-87, 184",NA,SBK,NA,SBK,NA
b,C0142,OS_JC_77003; P-0334-00042,-674366,-1011519,JC,Holín-Jandice,i k.ú. Ohaveč,2,TRUE,294,"BZO 1990-92; archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Early,SBK,SBK Early
b,C0143,NA,-637735.51,-1031354.15,HK,Holohlavy,NA,2,NA,261,NA,NA,LgK,LgK II,LgK,LgK II
b,C0144,P-1322-00105; P-1322-00002,-637477,-1031414,HK,Holohlavy-severně od obce,Vodojem; 1990,1,NA,254,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0145,P-1322-00190,-637809.59,-1031712.28,HK,Holohlavy_Na rozcestí,samoobsluha,1,NA,258,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0146,P-1322-00086,-637062.15,-1031405.81,HK,Holohlavy_teplárna,NA,1,FALSE,245,Doležel 2012,NA,SBK,SBK Late,SBK,SBK Late
b,C0146,P-1322-00086,-637062.15,-1031405.81,HK,Holohlavy_teplárna,NA,1,FALSE,245,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0147,P-0334-00032,-687911,-1009186,MB,Horní Bousov-U výkrmny kachen,NA,2,TRUE,246,Waldhauser 2005,NA,SBK,NA,SBK,NA
b,C0148,NA-JT-1211; NA-JT-5138; NA-JT-7096; NA-JT-1210,-634461,-1025734,"NA",Horní Dolce-U kapličky,NA,2,TRUE,284,BZO 1980-81,NA,SBK,NA,SBK,NA
b,C0149,NA-JT-1209; NA-JT-7095,-634896,-1025478,"NA",Horní Dolce-,NA,2,TRUE,296,"Vencl S. 1963: Příspěvek k poznání východočeské skupiny Šáreckého stupně keramiky volutové, Acta Musei Reginaehradecensis",NA,SBK,NA,SBK,NA
b,C0150,ADC-06767,-675418,-1010875,JC,Horní Lochov-,NA,2,FALSE,306,"BZO 1990-92; Kalferst J., Sigl J., Vokolek V. 1992: Zpravodaj KMVČ XVIII, 12",NA,SBK,NA,SBK,NA
b,C0151,N,-674749,-1010548,JC,Horní Lochov-,NA,3,NA,334,"Archiv M. Zápotocké, Kutná Hora (NZ č.j. 317/33)",NA,SBK,NA,SBK,NA
b,C0153,ADC-14538,-734305,-1049527,A,Horní Měcholupy-Na Vartě,NA,2,FALSE,288,AMČR,NA,SBK,NA,SBK,NA
b,C0154,P-1224-01065,-729788,-1042683,A9,Horní Počernice-Na chvalce,NA,2,FALSE,268,AMČR,NA,SBK,NA,SBK,NA
b,C0154,P-1224-01065,-729788,-1042683,A9,Horní Počernice-Na chvalce,NA,2,FALSE,268,AMČR,NA,ENE,NA,Early Ene.,NA
b,C0155,XX-1079; P-1224-01046,-730584,-1042204,A9,Horní Počernice-Na tarase,NA,2,FALSE,260,"Vencl S., Zadák J. 1984: BZO 1980-81, 104; Vencl S., Zadák J. 1981: AR 33, 679-687; Zadák J. 1982: BZO 1978-79, 111",NA,SBK,NA,SBK,NA
b,C0155,XX-1079; P-1224-01046,-730584,-1042204,A9,Horní Počernice-Na tarase,NA,2,FALSE,260,"Vencl S., Zadák J. 1984: BZO 1980-81, 104; Vencl S., Zadák J. 1981: AR 33, 679-687; Zadák J. 1982: BZO 1978-79, 111",NA,TRB,NA,TRB,NA
b,C0156,NA,-610674,-1078986,UO,Horní Sloupnice,"parc. č. 1593, 1622",2,TRUE,385,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0157,ML-1224,-699750,-1009401,MB,Horní Stakory-U bažantnice,NA,2,TRUE,222,AMČR,NA,SBK,SBK Early,SBK,SBK Early
b,C0158,P-1341-00032,-674387,-1063398,KH,Horušice-Duna,pískovna,2,TRUE,210,AMČR,NA,TRB,NA,TRB,NA
b,C0159,P-1332-00038; ADC-16518,-686999,-1063061,KH,Hořany u Kutné Hory-,NA,2,FALSE,282,BZO 1982-83; Dvořák F. 1936: Pravěk Kolínska a Kouřimska; Kyselý 2012; Končelová 2013,NA,SBK,SBK Late,SBK,SBK Late
b,C0159,P-1332-00038; ADC-16518,-686999,-1063061,KH,Hořany u Kutné Hory-,NA,2,FALSE,282,BZO 1982-83; Dvořák F. 1936: Pravěk Kolínska a Kouřimska; Kyselý 2012; Končelová 2013,NA,LgK,LgK II,LgK,LgK II
b,C0159,P-1332-00038; ADC-16518,-686999,-1063061,KH,Hořany u Kutné Hory-,NA,2,FALSE,282,BZO 1982-83; Dvořák F. 1936: Pravěk Kolínska a Kouřimska; Kyselý 2012; Končelová 2013,NA,TRB,NA,TRB,NA
b,C0160,ADC-15535,-705617,-1045661,NB,Hořany u Poříčan-,NA,2,FALSE,246,BZO 1982-83,NA,SBK,NA,SBK,NA
b,C0161,P-1322-00119,-633609,-1025557,"NA",Hořenice,NA,2,TRUE,270,"MVČ XIV 1, 7; BZO 1986-87",NA,SBK,NA,SBK,NA
b,C0162,NA-JT-1213; ADC-15890,-634314,-1025284,"NA",Hořenice-U pískoviště,Dolce,2,TRUE,314,"BZO 1980-81; Zpravodaj KMVČ Hradec Králové 9/1-23; archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0163,AN – 1031,-742185,-1029704,PH,Hoštice u Vodochod-Březí,V březím,2,FALSE,278,"BZO 1972; Motyková K. 1974: AR 26, 504-519",NA,SBK,NA,SBK,NA
b,C0164,AN – 1032,-741521,-1029942,PH,Hoštice u Vodochod-Na rovišťatech,i k.ú. Klíčany,1,FALSE,284,Motyková 1974,NA,SBK,SBK Late,SBK,SBK Late
b,C0165,AN - 1030,-741309,-1029974,PH,Hoštice u Vodochod-Na rovišťatech,NA,2,NA,283,"Tomek O. 1971: Zpravodaj středočeské vlastivědy a kronikářství III, 61",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0166,AA7004,-736080,-1048493,A10,Hostivař-K jezeru,NA,1,FALSE,256,BZO 1973,NA,SBK,NA,SBK,NA
b,C0167,AA5002; AA1011,-735810,-1048383,A10,Hostivař-stará Hostivař,ul. Mezi potoky,2,FALSE,362,Dufek 2019; Mašek 1981; Vávra 1981,NA,SBK,SBK Early,SBK,SBK Early
b,C0167,AA5002; AA1011,-735810,-1048383,A10,Hostivař-stará Hostivař,ul. Mezi potoky,2,FALSE,362,Dufek 2019; Mašek 1981; Vávra 1981,NA,SBK,SBK Late,SBK,SBK Late
b,C0167,AA5002; AA1011,-735810,-1048383,A10,Hostivař-stará Hostivař,ul. Mezi potoky,2,FALSE,362,Dufek 2019; Mašek 1981; Vávra 1981,NA,LgK,NA,LgK,NA
b,C0167,AA5002; AA1011,-735810,-1048383,A10,Hostivař-stará Hostivař,ul. Mezi potoky,2,FALSE,362,Dufek 2019; Mašek 1981; Vávra 1981,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0168,NA,-736356,-1047931,A10,Hostivař-býv. pískovna,NA,3,NA,228,"AMČR, archiv M. Zápotocké, Kutná Hora",pod hradiskem drobné mladé střepy,TRB,NA,TRB,NA
b,C0168,NA,-736356,-1047931,A10,Hostivař-býv. pískovna,NA,3,NA,228,"AMČR, archiv M. Zápotocké, Kutná Hora",pod hradiskem drobné mladé střepy,SBK,SBK Late,SBK,SBK Late
b,C0169,P-1324-00222; P-1324-00191; P-1324-00111; P-1324-00034; P-1324-00077; HK-1095;,-640998,-1042376,HK,Hradec Králové-centrum,NA,2,FALSE,246,Doležel 2012,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0170,NA,-679663,-1002212,SM,Hrubá Skála-Hlavatá skála,NA,1,FALSE,312,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0171,AN – 1036,-744754,-1033038,PH,Husinec u Řeže-,vila a zahrada čp. 9,2,NA,190,"Stocký A.: PA 1921,238",NA,SBK,SBK Late,SBK,SBK Late
b,C0172,NA-JT-7067; NA-JT-7066,-640334,-1027854,"NA",Hustířany-Velká Hradečnice,"Malá Hradečnice, U mlýna Podhrad",2,TRUE,272,"Zpravodaj KMVČ XVI/1, 1989: 3-19. Hradec králové.",NA,SBK,NA,SBK,NA
b,C0173,NA-JT-1120,-639808,-1026563,"NA",Hustířany-Na Merklovém,NA,2,TRUE,280,AMČR,NA,SBK,SBK Late,SBK,SBK Late
b,C0174,NA-JT-5085,-639995,-1027213,"NA",Hustířany-Na provázcích,Ppč. 103/1 a 105,1,FALSE,280,"Pleslová E. 1957: AR 9, 9-18; Vokolek 2007",NA,SBK,SBK Late,SBK,SBK Late
b,C0175,OT-7006,-639586,-1024233,TU,Hvězda-,"Parc.č. 160, 161, 199",2,TRUE,302,"Zpravodaj KMVČ XVI/1, 1989: 3-19. Hradec králové.",NA,SBK,NA,SBK,NA
b,C0176,P-1314-00227,-691492,-1035494,NB,Chleby-U Havranska,NA,2,FALSE,193,Dobeš et al. 2016,ohrazení,ENE,NA,Early Ene.,NA
b,C0177,NA,-702746,-1015651,MB,Chloumek-Na hrádku,NA,3,TRUE,340,"archiv M. Zápotocké, Kutná Hora","původně zařazeno jako Vinařice, patrně se ale jedná o k.ú. Chloumek",SBK,SBK Early,SBK,SBK Early
b,C0178,ADC-30407,-702567,-1014492,MB,Chloumek-Švédské šance,NA,1,FALSE,360,Doležel 2012,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0179,DN-1032,-737406,-1020844,ME,Chlumín-Na dymáku,NA,2,TRUE,166,"Sklenář K. 1994: Pravěké nálezy na Mělnicku a Kralupsku, 24/2b, 19.",NA,SBK,NA,SBK,NA
b,C0180,P-1322-00176,-645857,-1034568,HK,Chlum u Hradce Králové-Na vrších,Na vršku,2,TRUE,330,"Vokolek, Zápotocký 2009; Vávra 1981",NA,LgK,LgK II,LgK,LgK II
b,C0181,NA,-694332,-1063444,KO,Chotouchov-zahrada p. Horáka,NA,3,NA,334,AMČR,NA,SBK,NA,SBK,NA
b,C0181,NA,-694332,-1063444,KO,Chotouchov-zahrada p. Horáka,NA,3,NA,334,AMČR,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0182,NA,-709799,-1054985,KO,Chotýš,NA,1,FALSE,304,"Dobeš, Beneš 2018; Burgert et al. 2019",NA,SBK,SBK Late,SBK,SBK Late
b,C0182,NA,-709799,-1054985,KO,Chotýš,NA,1,FALSE,304,"Dobeš, Beneš 2018; Burgert et al. 2019",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0183,P-1331-00013,-710408,-1055174,KO,Chotýš-nad úvozovou cestou,NA,2,TRUE,290,"Prkno J., Zápařka L., Vávra M. 1987: BZO 1984-85, 64",NA,SBK,NA,SBK,NA
b,C0184,NA,-637246,-1076465,CR,Chrast-K Chrašicícm,pole ppč. 605,2,FALSE,284,"Vokolek, Zápotocký 2009; Vokolek 2007",NA,SBK,NA,SBK,NA
b,C0184,NA,-637246,-1076465,CR,Chrast-K Chrašicícm,pole ppč. 605,2,FALSE,284,"Vokolek, Zápotocký 2009; Vokolek 2007",NA,LgK,LgK II,LgK,LgK II
b,C0185,NA,-637383,-1075850,CR,Chrast,NA,2,FALSE,278,"ZAA NZ 978/1997; BZO 1996-97; Kalferst J., Sigl J., Vokolek V. 1989: Archeologické  	nálezy získané v letech 1987-88, Zpravodaj MVČ 16/1, 3-19; Sigl J., Vokolek V. 1979:  	Záchranné výzkumy... v r.1978, Zpravodaj MVČ 6/1, 3-10; Vokolek V. 1976: Sídliště  	vypíchané keramiky v Rosicích u Chrastu, Zpravodaj MVČ 4/2, 29-34.",NA,TRB,NA,TRB,NA
b,C0186,P-1313-01146,-707341,-1050180,KO,Chrášťany u Českého Brodu-bioplynová stanice,NA,2,FALSE,256,Vávra 2011,ohrazení,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0187,P-1342-00412,-646813,-1069710,CR,Chrudim-Nad železniční zastávkou,NA,2,TRUE,258,Zpravodaj KMVČ v Hradci Králové VII. 1-2; BZO 1978-79,NA,SBK,SBK Late,SBK,SBK Late
b,C0188,P-1342-00131,-647859,-1070625,CR,Chrudim-Olbrachtova ul,NA,2,NA,260,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0189,P-1342-00448,-646749,-1072189,CR,Chrudim-Píšťovy,NA,1,FALSE,258,Habrman 2013,NA,LgK,LgK II,LgK,LgK II
b,C0189,P-1342-00448,-646749,-1072189,CR,Chrudim-Píšťovy,NA,1,FALSE,258,Habrman 2013,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0190,NA,-645720.83,-1070006.58,CR,Chrudim-Pod křížem,NA,2,NA,290,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0191,P-1342-00220; P-1342-00219; ADC-17202; P-1342-00146; OS_CR_77012; ADC-17198,-645822.43,-1070768.58,CR,Chrudim-Pod požární zbrojnicí,"Pod hasičskou zbrojnicí, Topolská ul.",2,NA,274,Zápotocká 2004,NA,SBK,SBK Early,SBK,SBK Early
b,C0191,P-1342-00220; P-1342-00219; ADC-17202; P-1342-00146; OS_CR_77012; ADC-17198,-645822.43,-1070768.58,CR,Chrudim-Pod požární zbrojnicí,"Pod hasičskou zbrojnicí, Topolská ul.",2,NA,274,Zápotocká 2004,NA,SBK,SBK Late,SBK,SBK Late
b,C0191,P-1342-00220; P-1342-00219; ADC-17202; P-1342-00146; OS_CR_77012; ADC-17198,-645822.43,-1070768.58,CR,Chrudim-Pod požární zbrojnicí,"Pod hasičskou zbrojnicí, Topolská ul.",2,NA,274,Zápotocká 2004,NA,LgK,NA,LgK,NA
b,C0192,OS_CR_11008; P-1342-00133; ADC-30431,-645497,-1070514,CR,Chrudim-Pumberky,Pumberka,2,FALSE,288,"Vokolek, Zápotocký 2009",ohrazení,LgK,LgK II,LgK,LgK II
b,C0192,OS_CR_11008; P-1342-00133; ADC-30431,-645497,-1070514,CR,Chrudim-Pumberky,Pumberka,2,FALSE,288,"Vokolek, Zápotocký 2009",ohrazení,TRB,NA,TRB,NA
b,C0193,P-1342-00293; ADC-17178; P-1342-00149,-647136,-1070565,CR,Chrudim-Staré město,NA,1,FALSE,265,Doležel 2012; Zápotocká 2004,NA,SBK,SBK Late,SBK,SBK Late
b,C0193,P-1342-00293; ADC-17178; P-1342-00149,-647136,-1070565,CR,Chrudim-Staré město,NA,1,FALSE,265,Doležel 2012; Zápotocká 2004,NA,LgK,LgK II,LgK,LgK II
b,C0193,P-1342-00293; ADC-17178; P-1342-00149,-647136,-1070565,CR,Chrudim-Staré město,NA,1,FALSE,265,Doležel 2012; Zápotocká 2004,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0194,ADC-17308,-647569,-1071524,CR,Chrudim-U kostela Sv. Kříže,NA,1,FALSE,272,Vávra 1981,Podle AMČR pouze lengyel,SBK,SBK Late,SBK,SBK Late
b,C0194,ADC-17308,-647569,-1071524,CR,Chrudim-U kostela Sv. Kříže,NA,1,FALSE,272,Vávra 1981,Podle AMČR pouze lengyel,LgK,NA,LgK,NA
b,C0195,ADC-17157,-647738,-1070180,CR,Chrudim-Wiesnerova továrna,Transporta Chrudim,1,FALSE,252,"Florián C. 1914: Nález historické keramiky v Chrudimi, PA 26, 67-9; Frolík J. 1980:  Arch. nál. v prostoru továrny Trans…, Zprav. KMVČ 7/1-2, 68-78; Frolík J. 1981: Archeologické nálezy Chrudimsko (Chrudim), 22, 25; Zápotocká 2004",NA,SBK,SBK Early,SBK,SBK Early
